code;biomtot;biomg5;biomg4;biomg3;biomg2;biomg1;TDI;Campagne;Year;NOSTA;mois;strate;sous_strate;chalut;surfacebalayee;Lat;Lon;depth;valide;risk;xpi;xpe
CGFS_2018_W0453;1;0.25;0.75;0;0;0;2.571421569;CGFS;2018;W0453;9;8-7d;3D;36/47;0.049287507;49.82915;-1.13435;56;V;6.459017754;0.001834932;0.00061415
CGFS_2018_W0454;1;0.024596515;0.005380461;0.01229821;0.957724814;0;0.809523073;CGFS;2018;W0454;9;2.90E+09;5D;36/47;0.061850933;50.42375;-1.15215;34;V;0.977835894;0.000577665;9.30E-05
CGFS_2018_W0455;1;0.548667439;0.001223111;0.01100811;0.439101339;0;2.139161242;CGFS;2018;W0455;9;3.00E+10;6E;36/47;0.049608367;50.5256;-0.9024;27;V;2.498110771;0.001526477;0.000237531
CGFS_2018_W0456;1;0.091703013;0.026200876;0.048034921;0.83406119;0;1.128912586;CGFS;2018;W0456;9;3.00E+10;6F;36/47;0.0476476;50.52315;-0.71825;26;V;4.10975647;0.000805577;0.000390773
CGFS_2018_W0457;1;0.00104881;0.904073309;0.016621336;0.074061309;0.004195235;2.040595863;CGFS;2018;W0457;9;2.90E+10;5F;36/47;0.0481452;50.43945;-0.6093;67;V;7.923513412;0.001456142;0.000753401
CGFS_2018_W0458;1;0.009887936;0.927543396;0.017743355;0.044825313;0;2.087121769;CGFS;2018;W0458;9;2.90E+10;5E;36/47;0.045716533;50.28525;-0.89175;68;V;2.075164318;0.001489343;0.000197315
CGFS_2018_W0459;1;0.11810112;0.757718036;0.066320431;0.050561142;0.007299272;2.316328649;CGFS;2018;W0459;9;2.90E+10;4E;36/47;0.054637766;50.02365;-0.93255;61;V;7.975018501;0.001652902;0.000758298
CGFS_2018_W0461;1;0.105940596;0.009900993;0.014851471;0.799009912;0.070297027;1.049062664;CGFS;2018;W0461;9;2.90E+10;4F;36/47;0.0381073;50.07995;-0.57845;53;V;12.33750534;0.000748597;0.001173102
CGFS_2018_W0462;1;0.083780885;0.00966702;0.011815253;0.894736842;0;1.013256723;CGFS;2018;W0462;9;2.80E+10;3F;36/47;0.065590934;49.962;-0.60525;52;V;11.01324081;0.000723047;0.001047185
CGFS_2018_W0463;1;0.001865676;0.010261199;0.023320911;0.947761168;0.016791046;0.750869342;CGFS;2018;W0463;9;2.90E+10;4G;36/47;0.047796;50.08525;-0.4654;48;V;16.60367393;0.00053581;0.001578747
CGFS_2018_W0464;1;0.023391751;0;0.017543814;0.935672684;0.023391751;0.78772773;CGFS;2018;W0464;9;3.00E+10;6G;36/47;0.052883325;50.5707;-0.45865;63;V;7.747179031;0.000562112;0.000736634
CGFS_2018_W0465;1;0.964310272;0;0;0.031518204;0.004171525;2.731596409;CGFS;2018;W0465;9;3.00E+10;7G;36/47;0.050478406;50.7641;-0.25105;14;V;0.414035499;0.001949231;3.94E-05
CGFS_2018_W0467;1;0.02472948;0;0.027820725;0.936630629;0.010819166;0.813545817;CGFS;2018;W0467;9;3.00E+10;6H;36/47;0.062356915;50.55335;-0.14895;65;V;16.44027901;0.000580536;0.00156321
CGFS_2018_W0468;1;0.003382956;0.01353179;0.018944512;0.867388379;0.096752363;0.71590761;CGFS;2018;W0468;9;2.90E+10;5H;36/47;0.05142085;50.3404;-0.1854;52;V;12.50952053;0.000510862;0.001189457
CGFS_2018_W0469;1;0.025171627;0.918764295;0.005720824;0.050343254;0;2.11501037;CGFS;2018;W0469;10;29F0;4I;36/47;0.04200705;50.0149;0.1434;38;V;13.41556931;0.001509243;0.001275608
CGFS_2018_W0470;1;0.509411757;0.067058821;0.061176509;0.359999988;0.002352925;2.26783944;CGFS;2018;W0470;10;28F0;3I;36/47;0.04981782;49.84175;0.17015;29;V;3.957115412;0.0016183;0.000376259
CGFS_2018_W0471;1;0.066021144;0;0.036531702;0.872359116;0.025088039;0.954692312;CGFS;2018;W0471;10;2.80E+10;3H;36/47;0.051956364;49.90795;-0.08425;41;V;8.639651299;0.000681256;0.000821494
CGFS_2018_W0472;1;0.023076914;0.024038461;0.009615387;0.916346161;0.026923078;0.832080169;CGFS;2018;W0472;10;2.80E+10;3G;36/47;0.046919143;49.83765;-0.27135;43;V;12.23626614;0.000593761;0.001163475
CGFS_2018_W0473;1;0.003318585;0.277654833;0.049778764;0.669247818;0;1.357863068;CGFS;2018;W0473;10;2.80E+10;3G;36/47;0.04234156;49.7847;-0.48145;43;V;9.880879402;0.000968953;0.000939515
CGFS_2018_W0474;1;0.142857119;0;0.275653873;0.581489008;0;1.479410077;CGFS;2018;W0474;10;2.80E+10;2E;36/47;0.042141464;49.5869;-0.9092;32;V;1.547845602;0.001055687;0.000147176
CGFS_2018_W0475;1;0.584795352;0;0.065789453;0.191520463;0.157894732;2.144482916;CGFS;2018;W0475;10;2.70E+10;1E;36/47;0.030818002;49.4515;-0.914;22;V;17.52534103;0.001530275;0.001666383
CGFS_2018_W0476;1;0.419106308;0;0.228043151;0.297380576;0.055469965;2.071300479;CGFS;2018;W0476;10;2.70E+10;1E;36/47;0.049056369;49.42325;-0.96155;21;V;14.09856224;0.001478053;0.00134055
CGFS_2018_W0478;1;0.117060392;0;0;0.882939608;0;1.075636515;CGFS;2018;W0478;10;2.80E+09;2D;36/47;0.049171012;49.53355;-1.2345;17;V;4.660985947;0.00076756;0.000443186
CGFS_2018_W0479;1;0.069758366;0.86252542;0.036421417;0.028632668;0.00266213;2.235309225;CGFS;2018;W0479;10;2.80E+09;2D;36/47;0.04815765;49.57815;-1.065;33;V;5.198567867;0.001595087;0.000494302
CGFS_2018_W0480;1;0.265412171;0.168094395;0.041286339;0.513410996;0.0117961;1.902992345;CGFS;2018;W0480;10;2.80E+10;2F;36/47;0.029946;49.65915;-0.68675;41;V;3.719481707;0.00135795;0.000353664
CGFS_2018_W0481;1;0.077862593;0.603816813;0.006106872;0.309160287;0.003053435;1.998641419;CGFS;2018;W0481;10;2.80E+10;2G;36/47;0.042064455;49.5571;-0.32605;26;V;9.66192627;0.001426204;0.000918696
CGFS_2018_W0482;1;0.057471264;0.697701154;0;0.244827582;0;2.030344084;CGFS;2018;W0482;10;2.70E+10;1E;36/47;0.03994667;49.4578;-0.42245;28;V;14.12183857;0.001448827;0.001342763
CGFS_2018_W0483;1;0.020581669;0.671191145;0.013721114;0.293362646;0.001143426;1.906602005;CGFS;2018;W0483;10;2.70E+10;1F;36/47;0.03821934;49.4165;-0.56885;25;V;11.4674654;0.001360526;0.001090375
CGFS_2018_W0484;1;0.5703603;0.002719243;0.105370495;0.298436434;0.023113527;2.274888928;CGFS;2018;W0484;10;2.70E+10;1F;36/47;0.039916673;49.4577;-0.6402;27;V;7.459517479;0.001623331;0.000709282
CGFS_2018_W0486;1;0.032677015;0.242551044;0;0.724771941;0;1.325212409;CGFS;2018;W0486;10;2.70E+10;1H;36/47;0.048874;49.44395;-0.19815;32;V;26.13971138;0.000945654;0.002485473
CGFS_2018_W0487;1;0.017111622;0.006937143;0.003699812;0.972251424;0;0.775168755;CGFS;2018;W0487;10;2.70E+10;1H;36/47;0.044048225;49.36035;-0.1311;15;V;18.58639145;0.00055315;0.001767272
CGFS_2018_W0488;1;0.040890712;0;0.000269018;0.95884027;0;0.833197765;CGFS;2018;W0488;10;2.70E+10;1G;36/47;0.048953399;49.47015;-0.2906;34;V;17.06134605;0.000594559;0.001622264
CGFS_2018_W0489;1;0.035671471;0.645483743;0.013589131;0.28215413;0.023101524;1.909839986;CGFS;2018;W0489;10;2.80E+10;2H;36/47;0.044693208;49.652;-0.18365;33;V;2.610235214;0.001362837;0.000248192
CGFS_2018_W0490;1;0.012613992;0.211914984;0.098389104;0.677081921;0;1.331490253;CGFS;2018;W0490;10;27F0;1I;36/47;0.046774026;49.62885;0.0665;28;V;16.28079033;0.000950134;0.001548046
CGFS_2018_W0491;1;0.540572119;0;0.086398113;0.373029769;0;2.211370702;CGFS;2018;W0491;10;28F0;3J;36/47;0.048733125;49.8747;0.4102;31;V;2.720679283;0.001578005;0.000258694
CGFS_2018_W0492;1;0.473229693;0;0.212435235;0.314335072;0;2.208420989;CGFS;2018;W0492;10;28F0;3K;36/47;0.056892086;49.90135;0.55695;29;V;6.029965401;0.0015759;0.000573354
CGFS_2018_W0493;1;0.400576359;0;0.117195022;0.471661885;0.010566734;1.955569843;CGFS;2018;W0493;10;29F0;4J;36/47;0.047329;50.09625;0.3487;37;V;7.691596031;0.001395469;0.000731349
CGFS_2018_W0494;1;0.28380956;0;0.080000027;0.615238061;0.020952351;1.632731991;CGFS;2018;W0494;10;29F0;4K;36/47;0.0449704;50.1083;0.5649;34;V;29.17081833;0.001165096;0.002773683
CGFS_2018_W0495;1;0.072072066;0.027027022;0.012012015;0.869369373;0.019519525;1.007859897;CGFS;2018;W0495;10;29F0;4L;36/47;0.033614211;50.14985;0.93295;29;V;29.57758713;0.000719196;0.002812361
CGFS_2018_W0496;1;0.348507448;0.067910445;0.041044769;0.52462685;0.017910488;1.89530448;CGFS;2018;W0496;10;28F0;3L;36/47;0.05026305;49.98225;0.819;28;V;1.598401904;0.001352464;0.000151983
CGFS_2018_W0497;1;0.076923114;0;0.030769222;0.641025629;0.251282036;0.852364136;CGFS;2018;W0497;10;30F0;6K;36/47;0.04650675;50.5622;0.71175;44;V;72.34130096;0.000608236;0.006878513
CGFS_2018_W0498;1;0.065909103;0;0.015909103;0.890909103;0.027272692;0.92393769;CGFS;2018;W0498;10;30F0;6J;36/47;0.05740439;50.5405;0.3551;50;V;9.548471451;0.00065931;0.000907909
CGFS_2018_W0499;1;0.008875763;0;0.008875671;0.902366975;0.079881591;0.696118335;CGFS;2018;W0499;10;30F0;6I;36/47;0.062544462;50.5389;0.02915;65;V;15.66304493;0.000496741;0.001489308
CGFS_2018_W0500;1;0.02628285;0.002503155;0.008760987;0.947434244;0.015018764;0.795232045;CGFS;2018;W0500;10;29F0;5I;36/47;0.0438428;50.35775;0.0307;52;V;35.66025925;0.000567467;0.003390726
CGFS_2018_W0501;1;0.006230525;0;0.00726896;0.95379025;0.032710265;0.709101324;CGFS;2018;W0501;10;2.90E+10;4H;36/47;0.053858233;50.24295;-0.07775;49;V;6.170919895;0.000506005;0.000586757
CGFS_2018_W0502;1;0.558536575;0.312195065;0.014634156;0.114634204;0;2.727675726;CGFS;2018;W0502;10;30F0;7K;36/47;0.039678109;50.79925;0.56115;15;V;0.452556044;0.001946433;4.30E-05
CGFS_2018_W0503;1;0.765517392;0.044827546;0.013793068;0.175861994;0;2.594729791;CGFS;2018;W0503;10;30F0;7L;36/47;0.044356602;50.87175;0.82105;18;V;1.620421171;0.001851565;0.000154076
CGFS_2018_W0505;1;0.153846262;0;0.525640927;0.230769393;0.089743419;1.624872449;CGFS;2018;W0505;10;30F1;7M;36/47;0.054826607;51.00275;1.10355;26;V;0.463698447;0.001159488;4.41E-05
CGFS_2018_W0506;1;0.065420583;0;0.014018712;0.495327023;0.425233682;0.683666185;CGFS;2018;W0506;10;30F1;6M;36/47;0.047035288;50.66325;1.015;42;V;9.408682823;0.000487855;0.000894617
CGFS_2018_W0507;1;0;0;0.178947545;0.821052455;0;0.928658864;CGFS;2018;W0507;10;29F1;5N;36/47;0.048171239;50.4299;1.35925;25;V;3.401360989;0.000662679;0.000323416
CGFS_2018_W0508;1;0.017057589;0;0.079957285;0.902985126;0;0.86492172;CGFS;2018;W0508;10;29F1;5N;36/47;0.059224667;50.473;1.4405;29;V;4.534770489;0.000617197;0.000431185
CGFS_2018_W0512;1;0;0.951749968;0.002371147;0.045878885;0;2.05577342;CGFS;2018;W0512;10;30F1;6N;36/47;0.041032133;50.5905;1.444;26;V;13.27143669;0.001466973;0.001261904
CGFS_2018_W0513;1;0.145332575;0;0.010620453;0.844046972;0;1.175871716;CGFS;2018;W0513;10;29F1;4M;36/47;0.042839469;50.2039;1.18095;21;V;10.94255161;0.000839087;0.001040464
CGFS_2018_W0514;1;0.271045334;0.044403328;0.018501425;0.666049913;0;1.636816086;CGFS;2018;W0514;10;29F1;5M;36/47;0.056068546;50.31515;1.2086;32;V;19.07958221;0.00116801;0.001814166
CGFS_2018_W0515;1;0.148514875;0;0.161716175;0.673267301;0.016501648;1.36845371;CGFS;2018;W0515;10;29F1;4N;36/47;0.039848378;50.20585;1.4161;19;V;3.747479439;0.00097651;0.000356326
CGFS_2018_W0517;1;0.010324485;0.008947887;0.007767945;0.970501476;0.002458208;0.761574406;CGFS;2018;W0517;10;29F1;NA;36/47;0.042480768;49.99635;1.19405;18;V;5.362533569;0.000543449;0.000509892
CGFS_2018_W0518;1;0.080952373;0.091269842;0.093650783;0.719047621;0.015079381;1.294209262;CGFS;2018;W0518;10;29F1;4M;36/47;0.03764475;50.01145;1.0503;23;V;3.096477032;0.000923531;0.000294426
CGFS_2018_W0519;1;0.04833837;0.574773439;0.009063445;0.367824746;0;1.882426804;CGFS;2018;W0519;10;29F0;5J;36/47;0.0544431;50.3019;0.42355;41;V;32.43107986;0.001343275;0.003083683
CGFS_2018_W0521;1;0.001499254;0.007496253;0;0.968515753;0.022488739;0.705677247;CGFS;2018;W0521;10;29F0;5L;36/47;0.036712283;50.38215;0.7781;43;V;65.7592926;0.000503562;0.006252668
CGFS_2018_W0522;1;0.014148259;0;0.006791151;0.813808732;0.165251858;0.665161723;CGFS;2018;W0522;10;30F0;6L;36/47;0.059933291;50.53965;0.8999;40;V;48.1131134;0.000474651;0.004574796
CGFS_2018_W0525;1;0.010138227;0;0.001689705;0.976344136;0.011827932;0.72497402;CGFS;2018;W0525;10;30F1;7N;36/47;0.03599968;50.85425;1.34065;32;V;11.65074253;0.000517332;0.001107801
