code;biomtot;biomg5;biomg4;biomg3;biomg2;biomg1;TDI;Campagne;Year;NOSTA;mois;strate;sous_strate;chalut;surfacebalayee;Lat;Lon;depth;valide;risk;xpi;xpe
CAMANOC_2014_S0549;1;0;0;0;0.230768829;0.769231171;0.207639038;CAMANOC;2014;S0549;9;;;36/49;0.067926814;48.8208694;-5.7597289;116.86;V;6.977962971;0.000148168;0.000663494
CAMANOC_2014_S0555;1;0.038602952;0.027573502;0.849264757;0.084558789;0;1.543856099;CAMANOC;2014;S0555;9;;;36/49;0.065709;48.90710415;-5.3211822;109.34;V;6.457522392;0.001101675;0.000614008
CAMANOC_2014_S0556;1;0.002554274;0;0.975734352;0.021711374;0;1.393563413;CAMANOC;2014;S0556;9;;;36/49;0.075812;49.19261305;-5.37082795;106.88;V;4.329579353;0.000994428;0.000411674
CAMANOC_2014_S0557;1;0;0.001949306;0.990253472;0.002923959;0.004873264;1.385285923;CAMANOC;2014;S0557;9;;;36/49;0.069652;49.29493305;-5.85478495;111.33;V;4.207840443;0.000988522;0.000400099
CAMANOC_2014_S0565;1;0;0;0.992578742;0.007421258;0;1.386253156;CAMANOC;2014;S0565;9;;;36/49;0.074428;49.70994115;-5.4000087;90.09;V;7.729571819;0.000989212;0.00073496
CAMANOC_2014_S0567;1;0;0;0.994934883;0.00144719;0.003617927;1.382668963;CAMANOC;2014;S0567;9;;;36/49;0.067788;49.38938075;-5.34199995;104.85;V;2.994462252;0.000986654;0.000284726
CAMANOC_2014_S0575;1;0.018354637;0.194034742;0.782257177;0.005353444;0;1.765867673;CAMANOC;2014;S0575;9;;;36/49;0.152233;48.8656261;-4.42249125;96.84;V;0.677680969;0.0012601;6.44E-05
CAMANOC_2014_S0576;1;0.046703106;0.630284393;0.320521668;0.002317858;0.000172974;2.207213623;CAMANOC;2014;S0576;9;;;36/49;0.030078;48.80112115;-4.11872785;84.47;V;0.379297912;0.001575038;3.61E-05
CAMANOC_2014_S0577;1;0.199623346;0.003766474;0.780414318;0.016195862;0;1.909067021;CAMANOC;2014;S0577;9;;;36/49;0.058176;49.1985567;-4.353316;94.02;V;2.102374554;0.001362285;0.000199903
CAMANOC_2014_S0587;1;0.110948918;0;0.849634997;0.037956226;0.001459859;1.688088378;CAMANOC;2014;S0587;9;;;36/49;0.054648;49.36344105;-4.4046615;93.1;V;4.367405415;0.001204598;0.000415271
CAMANOC_2014_S0588;1;0.00245512;0.010127355;0.978364279;0.004449897;0.004603348;1.409018485;CAMANOC;2014;S0588;9;;;36/49;0.058698;49.43250125;-4.5821819;93.14;V;3.605916262;0.001005457;0.000342866
CAMANOC_2014_S0589;1;0.017167357;0;0.961373378;0.012875559;0.008583706;1.428169889;CAMANOC;2014;S0589;9;;;36/49;0.063468;49.65096275;-4.78062165;88.82;V;8.852879524;0.001019123;0.000841769
CAMANOC_2014_S0599;1;0.133333488;0;0.707936139;0.095238266;0.063492107;1.662196463;CAMANOC;2014;S0599;9;;;36/49;0.06651;50.12514215;-4.74081415;67.09;V;11.07465744;0.001186121;0.001053025
CAMANOC_2014_S0601;1;0.081633102;0.040816551;0.510203832;0.163264982;0.204081533;1.409624724;CAMANOC;2014;S0601;9;;;36/49;0.059886;50.03811845;-4.35612075;74.88;V;10.40564156;0.00100589;0.000989412
CAMANOC_2014_S0602;1;0;0;0.677892884;0.3160622;0.006044916;1.309721637;CAMANOC;2014;S0602;9;;;36/49;0.063666;49.76060925;-4.35368285;82.41;V;10.18674278;0.0009346;0.000968598
CAMANOC_2014_S0613;1;0.01026692;0;0.87679676;0.087268986;0.025667333;1.383660274;CAMANOC;2014;S0613;9;;;36/49;0.063684;49.698499;-3.7202679;77.61;V;3.87526226;0.000987362;0.000368476
CAMANOC_2014_S0614;1;0.006141275;0.004605957;0.963152455;0.026100313;0;1.41314479;CAMANOC;2014;S0614;9;;;36/49;0.052524;49.38091885;-3.4656712;77.04;V;2.67334342;0.001008401;0.000254193
CAMANOC_2014_S0615;1;0.031746032;0.041269831;0.904473315;0.015873016;0.006637806;1.550492403;CAMANOC;2014;S0615;9;;;36/49;0.064026;49.2501912;-3.7034195;84.26;V;2.767730713;0.001106411;0.000263167
CAMANOC_2014_S0616;1;0.037837958;0.010810865;0.67675664;0.168648631;0.105945906;1.370387964;CAMANOC;2014;S0616;9;;;36/49;0.064494;49.40477835;-3.7892273;121.43;V;7.920000076;0.000977891;0.000753067
CAMANOC_2014_S0623;1;0.024694087;0.000958278;0.960710603;0.011425622;0.002211411;1.458424684;CAMANOC;2014;S0623;9;;;36/49;0.069012;49.21499165;-3.18293385;70.28;V;1.793803096;0.001040713;0.000170562
CAMANOC_2014_S0624;1;0.055060873;0.151281115;0.786389248;0.007268765;0;1.804655143;CAMANOC;2014;S0624;9;;;36/49;0.068166;49.14888475;-2.93954495;66.08;V;0.999806881;0.001287778;9.51E-05
CAMANOC_2014_S0625;1;0.567329024;0.110375206;0.236203055;0.077262633;0.008830082;2.610098077;CAMANOC;2014;S0625;9;;;36/49;0.052902;48.794886;-2.63689375;40.06;V;4.671548367;0.001862531;0.00044419
CAMANOC_2014_S0626;1;0.261999848;0.216000087;0.380000108;0.131999916;0.01000004;2.285644203;CAMANOC;2014;S0626;9;;;36/49;0.058716;48.7892226;-2.4051503;42.02;V;0.303687781;0.001631006;2.89E-05
CAMANOC_2014_S0627;1;0.472913672;0.051244504;0.25622252;0.219619303;0;2.353651429;CAMANOC;2014;S0627;9;;;36/49;0.072648;49.1414222;-2.52593655;51.03;V;3.09536314;0.001679535;0.00029432
CAMANOC_2014_S0628;1;0.010659996;0.001814464;0.977999572;0.009072355;0.000453613;1.421056256;CAMANOC;2014;S0628;9;;;36/49;0.049752;49.35106685;-2.86790675;66.82;V;6.51985693;0.001014047;0.000619935
CAMANOC_2014_S0636;1;0.036982256;0.001056642;0.9277261;0.034235003;0;1.494771792;CAMANOC;2014;S0636;9;;;36/49;0.078156;49.7859683;-2.7944962;73.53;V;6.11729002;0.001066649;0.000581657
CAMANOC_2014_S0637;1;0.003818261;0;0.966399373;0.029782366;0;1.396999726;CAMANOC;2014;S0637;9;;;36/49;0.06534;49.59727;-2.8429637;74.04;V;7.238711834;0.000996881;0.000688287
CAMANOC_2014_S0638;1;0.01297159;0;0.933962414;0.047169739;0.005896257;1.41678568;CAMANOC;2014;S0638;9;;;36/49;0.068022;49.65999745;-3.3078905;69.75;V;3.111867905;0.001011;0.000295889
CAMANOC_2014_S0639;1;0.034985472;0;0.55685134;0.262390628;0.14577256;1.255887626;CAMANOC;2014;S0639;9;;;36/49;0.070488;49.8835022;-3.29853605;73.12;V;3.316100359;0.000896185;0.000315309
CAMANOC_2014_S0646;1;0.303664905;0;0.46282721;0.212565448;0.020942438;2.014198159;CAMANOC;2014;S0646;9;;;36/49;0.069984;50.1067191;-3.5949673;70.27;V;3.911303043;0.001437305;0.000371903
CAMANOC_2014_S0647;1;0.004566252;0.038051722;0.056316617;0.56621003;0.334855379;0.68849491;CAMANOC;2014;S0647;9;;;36/49;0.074754;50.24998785;-3.25940305;58.38;V;3.611697674;0.000491301;0.000343415
CAMANOC_2014_S0648;1;0.143678183;0;0.114942547;0.698275815;0.043103455;1.284217443;CAMANOC;2014;S0648;9;;;36/49;0.054612;50.1000487;-2.89871235;65.63;V;15.09124851;0.000916401;0.001434939
CAMANOC_2014_S0658;1;0.135999841;0.15199995;0.027200008;0.644800225;0.039999976;1.485843534;CAMANOC;2014;S0658;9;;;36/49;0.061326;50.321197;-2.5481002;57.94;V;2.923213243;0.001060278;0.000277951
CAMANOC_2014_S0659;1;0.056657473;0.169971702;0.192634548;0.467421868;0.113314408;1.427217644;CAMANOC;2014;S0659;9;;;36/49;0.06327;50.5312501;-2.92191085;41.76;V;2.45699501;0.001018444;0.000233621
CAMANOC_2014_S0670;1;0.193550733;0;0.16128948;0.645159786;0;1.504630227;CAMANOC;2014;S0670;9;;;36/49;0.057816;49.9440809;-2.4828606;66.38;V;2.380393982;0.001073684;0.000226338
CAMANOC_2014_S0671;1;0.836734604;0.005830879;0.043731816;0.069970884;0.043731816;2.602635717;CAMANOC;2014;S0671;9;;;36/49;0.038592;50.28904945;-1.9421948;54.03;V;0.390748352;0.001857206;3.72E-05
CAMANOC_2014_S0672;1;0.813001649;0.128713164;0.042499612;0.003642828;0.012142746;2.830048753;CAMANOC;2014;S0672;9;;;36/49;0.071388;50.1494392;-1.55855515;78.18;V;0.650895894;0.002019485;6.19E-05
CAMANOC_2014_S0681;1;0.637930973;0.215517107;0.086207082;0.060344838;0;2.783222087;CAMANOC;2014;S0681;9;;;36/49;0.069408;50.0369617;-1.28340245;67.16;V;0.633071482;0.001986071;6.02E-05
CAMANOC_2014_S0682;1;0.697841782;0.163412081;0.032887979;0.059609472;0.046248686;2.69412093;CAMANOC;2014;S0682;9;;;36/49;0.077832;49.97429255;-1.6206073;80.48;V;0.050133336;0.001922489;4.77E-06
CAMANOC_2014_S0683;1;0.879064127;0.103919777;0.010027329;0.006988768;0;2.846616466;CAMANOC;2014;S0683;9;;;36/49;0.064926;49.79609385;-1.5923337;58.65;V;0.192448094;0.002031308;1.83E-05
CGFS_2008_1;1;0.255079012;0.101580134;0.259593678;0.372460494;0.011286682;1.977214509;CGFS;2008;1;10;30F1;7O;20/26;0.02214;50.81666565;1.559999943;27;V;0.600996315;0.001410914;5.71E-05
CGFS_2008_10;1;0.392712672;0;0;0.607287328;0;1.799561501;CGFS;2008;10;10;31F1;8N;20/26;0.02613;51.04833221;1.485000014;54;V;7.59586668;0.001284143;0.000722247
CGFS_2008_100;1;0.128205159;0;0.320512798;0.551282044;0;1.477634062;CGFS;2008;100;10;2.90E+09;4D;20/26;0.03089;50.09833145;-1.093333364;55;V;5.545115471;0.00105442;0.000527253
CGFS_2008_102;1;0.963157932;0;0.031578915;0.005263153;0;2.765647929;CGFS;2008;102;10;2.90E+09;5D;20/26;0.02574;50.26333237;-1.141666651;58;V;0.0301644;0.00197353;2.87E-06
CGFS_2008_103;1;0.183537266;0;0.195773087;0.620689647;0;1.514468138;CGFS;2008;103;10;2.90E+10;5E;20/26;0.02286;50.28499985;-0.896666646;70;V;2.075164318;0.001080704;0.000197315
CGFS_2008_104;1;0.444444444;0.349206402;0.155555511;0;0.050793642;2.658611209;CGFS;2008;104;10;2.90E+10;5F;20/26;0.02317;50.33666611;-0.688333333;54;V;2.62799859;0.00189715;0.000249881
CGFS_2008_105;1;0.120481962;0.240963924;0.638554114;0;0;2.090329401;CGFS;2008;105;10;2.90E+10;4E;20/26;0.04705;50.20999908;-0.768333316;52;V;2.424538851;0.001491631;0.000230535
CGFS_2008_11;1;0.285714295;0;0;0.527950289;0.186335416;1.4291849;CGFS;2008;11;10;31F1;8O;20/26;0.02132;51.22833252;1.673333287;41;V;2.364054203;0.001019847;0.000224784
CGFS_2008_12;1;0.268929529;0;0;0.704960834;0.026109637;1.486236757;CGFS;2008;12;10;31F1;8P;20/26;0.0268;51.09666824;1.835000038;29;V;8.019451141;0.001060559;0.000762523
CGFS_2008_13;1;0;0;0;0.813953547;0.186046453;0.595508743;CGFS;2008;13;10;31F2;8Q;20/26;0.02694;51.1016655;2.25;23;V;2.524272442;0.000424947;0.000240018
CGFS_2008_14;1;0.545454545;0;0;0.454545455;0;2.115965734;CGFS;2008;14;10;31F2;8R;20/26;0.02602;51.1866684;2.388333321;17;V;1.260004401;0.001509925;0.000119806
CGFS_2008_15;1;0.109091007;0;0.627272528;0.227272717;0.036363748;1.59276811;CGFS;2008;15;10;31F2;8Q;20/26;0.02588;51.12333298;2.181666613;25;V;7.486479759;0.001136578;0.000711846
CGFS_2008_16;1;0.04782609;0;0.007826093;0.933913025;0.010434791;0.862007191;CGFS;2008;16;10;31F1;8P;20/26;0.02543;51.03333282;1.825000048;33;V;6.051214218;0.000615117;0.000575375
CGFS_2008_17;1;0.256944459;0;0.020833303;0.538194437;0.184027801;1.386582772;CGFS;2008;17;10;30F1;7N;20/26;0.02776;50.86500168;1.346666694;33;V;11.65074253;0.000989447;0.001107801
CGFS_2008_18;1;0.78000013;0;0.21999987;0;0;2.704155254;CGFS;2008;18;10;30F1;6O;20/26;0.02836;50.65999985;1.541666627;22;V;4.710674286;0.001929649;0.000447911
CGFS_2008_19;1;0.051282008;0;0.148717964;0.800000028;0;1.065121211;CGFS;2008;19;10;30F1;6O;20/26;0.02741;50.5633316;1.50999999;24;V;8.523042679;0.000760056;0.000810407
CGFS_2008_2;1;0.2539683;0;0.047619063;0.61904755;0.079365087;1.480130756;CGFS;2008;2;10;30F1;7O;20/26;0.03387;50.9383316;1.654999971;27;V;1.050345898;0.001056202;9.99E-05
CGFS_2008_20;1;0.230551628;0;0.012729842;0.75671853;0;1.418596783;CGFS;2008;20;10;29F1;5O;20/26;0.0296;50.47833252;1.536666632;13;V;7.274614334;0.001012292;0.000691701
CGFS_2008_21;1;0.105105084;0;0.039039003;0.822822919;0.033032995;1.076740569;CGFS;2008;21;10;29F1;5N;20/26;0.03015;50.47166824;1.440000057;27;V;4.534770489;0.000768348;0.000431185
CGFS_2008_22;1;0.214285714;0;0.457142857;0.328571429;0;1.813683451;CGFS;2008;22;10;29F1;5N;20/26;0.02738;50.44666672;1.388333321;29;V;3.401360989;0.001294221;0.000323416
CGFS_2008_23;1;0.029268299;0;0.005691044;0.959349589;0.005691068;0.799355039;CGFS;2008;23;10;29F1;5M;20/26;0.0289;50.32333374;1.230000019;33;V;19.07958221;0.000570409;0.001814166
CGFS_2008_24;1;0;0;0.018633572;0.863354039;0.118012388;0.659302299;CGFS;2008;24;10;30F1;6M;20/26;0.02855;50.66833496;1.036666632;48;V;9.408682823;0.000470469;0.000894617
CGFS_2008_25;1;0.086592203;0;0.005586575;0.78212291;0.125698312;0.921132874;CGFS;2008;25;10;30F0;6L;20/26;0.0294;50.54666519;0.926666677;37;V;35.48472595;0.000657308;0.003374036
CGFS_2008_26;1;0.019940151;0;0.012961103;0.917248293;0.049850452;0.755622433;CGFS;2008;26;10;30F0;6K;20/26;0.02956;50.51333237;0.725000024;46;V;65.58544922;0.000539202;0.006236139
CGFS_2008_27;1;0;0;0.051063855;0.821276574;0.127659572;0.699143361;CGFS;2008;27;10;30F0;6K;20/26;0.03037;50.5616684;0.714999974;42;V;72.34130096;0.000498899;0.006878513
CGFS_2008_28;1;0;0;0.12411067;0.856917005;0.018972325;0.852902004;CGFS;2008;28;10;30F0;6K;20/26;0.02703;50.51166534;0.596666694;42;V;66.51285553;0.00060862;0.00632432
CGFS_2008_3;1;0.068027159;0;0.00680274;0.908163311;0.01700679;0.922953254;CGFS;2008;3;10;31F1;8M;20/26;0.03477;51.03666687;1.153333306;23;V;0.020329097;0.000658607;1.93E-06
CGFS_2008_30;1;0.007633587;0;0.025445337;0.852417267;0.114503809;0.697163799;CGFS;2008;30;10;30F0;6I;20/26;0.02727;50.61999893;0.13166666;51;V;9.376107216;0.000497487;0.000891519
CGFS_2008_31;1;0.198579278;0.29189538;0.020019381;0.484339671;0.00516629;1.927492226;CGFS;2008;31;10;2.90E+10;5F;20/26;0.02969;50.43333435;-0.633333325;64;V;7.923513412;0.001375433;0.000753401
CGFS_2008_32;1;0.046511671;0;0.093023342;0.860464987;0;0.980571241;CGFS;2008;32;10;3.00E+10;6F;20/26;0.02665;50.51333237;-0.74000001;28;V;4.10975647;0.000699723;0.000390773
CGFS_2008_33;1;0.117647137;0;0;0.85882337;0.023529494;1.06484651;CGFS;2008;33;10;3.00E+10;6G;20/26;0.02816;50.55333328;-0.50666666;69;V;6.090025425;0.00075986;0.000579065
CGFS_2008_34;1;0;0;0.013774109;0.986225891;0;0.713596517;CGFS;2008;34;10;3.00E+10;7G;20/26;0.03091;50.75833511;-0.281666666;15;V;0.414035499;0.000509213;3.94E-05
CGFS_2008_35;1;0.007547218;0;0.049056575;0.943396207;0;0.790295107;CGFS;2008;35;10;3.00E+10;7H;20/26;0.03034;50.75500107;-0.123333335;18;V;0.894986928;0.000563944;8.51E-05
CGFS_2008_36;1;0.013157934;0;0;0.986842066;0;0.738834959;CGFS;2008;36;10;3.00E+10;6H;20/26;0.02412;50.55833435;-0.13166666;64;V;16.44027901;0.000527223;0.00156321
CGFS_2008_37;1;0.100775312;0;0;0.899224688;0;1.025504786;CGFS;2008;37;10;30F0;6I;20/26;0.02454;50.55333328;0.083333336;62;V;11.3242979;0.000731787;0.001076762
CGFS_2008_38;1;0.078431301;0;0.039215509;0.833333522;0.049019669;0.98509807;CGFS;2008;38;10;29F0;5I;20/26;0.02881;50.35333252;0.001666667;57;V;35.66025925;0.000702953;0.003390726
CGFS_2008_39;1;0.086111113;0.894444439;0.002777779;0.01666667;0;2.269268152;CGFS;2008;39;10;29F0;4J;20/26;0.02494;50.22000122;0.270000011;40;V;10.4061718;0.00161932;0.000989462
CGFS_2008_4;1;0.109090929;0;0.063636394;0.781818141;0.045454535;1.115184255;CGFS;2008;4;10;30F1;7M;20/26;0.02453;50.98166656;1.086666703;26;V;0.56430006;0.000795781;5.37E-05
CGFS_2008_40;1;0.083333329;0.308641973;0;0.595679021;0.012345678;1.59443999;CGFS;2008;40;10;29F0;5J;20/26;0.02713;50.29499817;0.393333346;47;V;23.11531639;0.001137771;0.002197901
CGFS_2008_41;1;0.034110298;0.046048887;0.005116552;0.898237627;0.016486635;0.920358978;CGFS;2008;41;10;29F0;5K;20/26;0.02872;50.34999847;0.598333359;37;V;39.42867279;0.000656756;0.003749043
CGFS_2008_42;1;0.029891311;0.021739117;0.054347813;0.868206544;0.025815214;0.913155354;CGFS;2008;42;10;29F0;5L;20/26;0.02978;50.375;0.74000001;37;V;62.45752335;0.000651616;0.005938722
CGFS_2008_43;1;0.046535677;0.002068247;0.007238882;0.919338162;0.024819032;0.854545782;CGFS;2008;43;10;29F1;4M;20/26;0.03348;50.00999832;1.039999962;26;V;5.503924847;0.000609793;0.000523336
CGFS_2008_44;1;0.093480928;0;0;0.889298896;0.017220176;0.993670285;CGFS;2008;44;10;29F1;3M;20/26;0.02087;50.00833511;1.154999971;23;V;8.475172997;0.00070907;0.000805855
CGFS_2008_45;1;0.06493506;0;0.299700296;0.626373631;0.008991013;1.262275446;CGFS;2008;45;10;28F1;3M;20/26;0.03204;49.98833466;1.174999952;22;V;5.362533569;0.000900743;0.000509892
CGFS_2008_46;1;0.078726975;0;0.083752093;0.837520932;0;1.072402181;CGFS;2008;46;10;29F1;4N;20/26;0.0285;50.09000015;1.37166667;16;V;0.647962987;0.000765252;6.16E-05
CGFS_2008_47;1;0.140086219;0;0.084051731;0.721982749;0.053879301;1.229303198;CGFS;2008;47;10;29F1;4N;20/26;0.02824;50.20999908;1.436666608;15;V;3.747479439;0.000877215;0.000356326
CGFS_2008_48;1;0;0;0.000963855;0.96192771;0.037108435;0.675854298;CGFS;2008;48;10;29F1;4M;20/26;0.03126;50.2183342;1.190000057;22;V;10.94255161;0.000482281;0.001040464
CGFS_2008_5;1;0.024449869;0;0.004074974;0.916055451;0.055419705;0.755025029;CGFS;2008;5;10;30F0;7L;20/26;0.02704;50.87833405;0.931666672;26;V;0.695392847;0.000538776;6.61E-05
CGFS_2008_50;1;0.264223714;0.09643202;0.014464809;0.624879456;0;1.728172962;CGFS;2008;50;10;29F0;4I;20/26;0.03172;50.01333237;0.12166667;38;V;13.41556931;0.001233201;0.001275608
CGFS_2008_51;1;0.195190967;0.045261648;0.181046688;0.571428557;0.00707214;1.630812868;CGFS;2008;51;10;29F0;4J;20/26;0.02299;50.09999847;0.366666675;37;V;8.731189728;0.001163727;0.000830198
CGFS_2008_52;1;0.310283657;0;0.035460986;0.579787249;0.074468108;1.607958218;CGFS;2008;52;10;29F0;4K;20/26;0.03527;50.10833359;0.564999998;38;V;29.17081833;0.001147418;0.002773683
CGFS_2008_53;1;0.075519189;0;0.052863434;0.813719322;0.057898056;0.98962072;CGFS;2008;53;10;29F0;4K;20/26;0.02803;50.06833267;0.538333356;40;V;13.3373518;0.00070618;0.001268171
CGFS_2008_54;1;0.196513468;0.01426308;0.07923931;0.694136285;0.015847857;1.43982044;CGFS;2008;54;10;29F0;4K;20/26;0.02777;50.04499817;0.555000007;39;V;7.284806728;0.001027437;0.00069267
CGFS_2008_55;1;0.057401813;0.030211481;0.129909365;0.75226586;0.030211481;1.117735996;CGFS;2008;55;10;29F0;4K;20/26;0.02808;50.08666611;0.689999998;35;V;16.35386086;0.000797602;0.001554993
CGFS_2008_56;1;0.68326746;0.012121215;0.05085639;0.234519099;0.019235836;2.428984693;CGFS;2008;56;10;28F0;3L;20/26;0.03314;49.98166656;0.826666653;26;V;1.598401904;0.001733291;0.000151983
CGFS_2008_57;1;0.206625986;0.00261552;0.1987794;0.591979094;0;1.586734111;CGFS;2008;57;10;28F0;3K;20/26;0.03168;49.90166855;0.556666672;24;V;6.029965401;0.001132272;0.000573354
CGFS_2008_58;1;0.367659571;0.024680854;0.076595746;0.531063829;0;1.89911811;CGFS;2008;58;10;28F0;3J;20/26;0.02777;49.87666702;0.428333342;26;V;2.720679283;0.001355186;0.000258694
CGFS_2008_59;1;0.481888748;0;0.213454075;0.277490299;0.027166878;2.205109071;CGFS;2008;59;10;28F0;3I;20/26;0.01666;49.84999847;0.233333334;32;V;3.621188164;0.001573537;0.000344318
CGFS_2008_6;1;0.015098925;0;0.014404723;0.948281845;0.022214508;0.755496082;CGFS;2008;6;10;30F0;7L;20/26;0.02798;50.87833405;0.841666639;18;V;1.620421171;0.000539112;0.000154076
CGFS_2008_60;1;0.053314783;0.006954098;0.025961978;0.883171092;0.030598048;0.912777085;CGFS;2008;60;10;2.80E+10;3H;20/26;0.02698;49.90999985;-0.068333335;45;V;8.639651299;0.000651346;0.000821494
CGFS_2008_61;1;0.009197324;0;0.127926422;0.83528428;0.027591975;0.884582378;CGFS;2008;61;10;2.80E+10;3G;20/26;0.02316;49.84000015;-0.25333333;44;V;12.23626614;0.000631226;0.001163475
CGFS_2008_62;1;0;0;0.057755728;0.942244272;0;0.776142998;CGFS;2008;62;10;2.80E+10;3F;20/26;0.03588;49.96333313;-0.588333309;51;V;12.66603088;0.000553845;0.001204339
CGFS_2008_63;1;0;0;0.026595716;0.952127749;0.021276534;0.721416328;CGFS;2008;63;10;2.80E+10;3E;20/26;0.0361;49.99499893;-0.783333361;59;V;6.141178131;0.000514793;0.000583929
CGFS_2008_64;1;0.021276592;0;0.204927198;0.734602478;0.039193731;1.007830189;CGFS;2008;64;10;2.90E+10;4H;20/26;0.02425;50.24166489;-0.068333335;50;V;6.170919895;0.000719174;0.000586757
CGFS_2008_65;1;0.021256034;0.017391316;0.581642506;0.260869573;0.118840572;1.284587912;CGFS;2008;65;10;2.90E+10;5H;20/26;0.02477;50.34666824;-0.151666671;52;V;12.50952053;0.000916665;0.001189457
CGFS_2008_66;1;0.028846133;0.014423086;0;0.617788462;0.33894232;0.637771916;CGFS;2008;66;10;2.90E+10;5G;20/26;0.01605;50.3133316;-0.281666666;44;V;8.611397743;0.000455106;0.000818808
CGFS_2008_67;1;0.000589277;0;0.148202713;0.77165586;0.07955215;0.850666762;CGFS;2008;67;10;2.90E+10;4G;20/26;0.02782;50.09999847;-0.414999992;51;V;17.18469048;0.000607025;0.001633992
CGFS_2008_68;1;0.002506258;0;0.035803798;0.940565709;0.021124235;0.743347508;CGFS;2008;68;10;2.90E+10;4F;20/26;0.03022;50.08166504;-0.548333347;52;V;12.83190632;0.000530443;0.001220111
CGFS_2008_69;1;0.01572739;0;0.049803423;0.926605493;0.007863695;0.815385486;CGFS;2008;69;10;2.90E+10;4E;20/26;0.02583;50.02666855;-0.910000026;62;V;7.975018501;0.000581848;0.000758298
CGFS_2008_70;1;0.166330642;0.214717746;0.094758064;0.513104837;0.011088711;1.794216204;CGFS;2008;70;10;2.80E+10;2H;20/26;0.02677;49.65166855;-0.209999993;32;V;5.913566589;0.001280329;0.000562287
CGFS_2008_71;1;0.017746924;0.069444444;0.062499997;0.824845672;0.025462963;0.994527708;CGFS;2008;71;10;28F0;2I;20/26;0.02763;49.64166641;0.083333336;25;V;16.28079033;0.000709682;0.001548046
CGFS_2008_72;1;0.055395524;0;0.087746512;0.855085304;0.00177266;1.001809356;CGFS;2008;72;10;28F0;2I;20/26;0.03759;49.59666824;0.079999998;22;V;12.96840572;0.000714878;0.00123309
CGFS_2008_73;1;0.370430107;0;0.016935484;0.609274194;0.003360215;1.769869171;CGFS;2008;73;10;2.80E+10;2G;20/26;0.02596;49.55833435;-0.340000004;27;V;9.66192627;0.001262955;0.000918696
CGFS_2008_74;1;0.012531215;0;0.107533876;0.87993491;0;0.885322169;CGFS;2008;74;10;2.70E+10;1G;20/26;0.02709;49.47000122;-0.284999996;34;V;17.06134605;0.000631754;0.001622264
CGFS_2008_76;1;0.003504534;0.005006477;0;0.991488989;0;0.717858184;CGFS;2008;76;10;2.70E+10;1H;20/26;0.03041;49.4366684;-0.216666669;34;V;18.8313446;0.000512254;0.001790563
CGFS_2008_77;1;0.000637143;0.000637143;0.000637143;0.99808857;0;0.697923473;CGFS;2008;77;10;2.70E+10;1I;20/26;0.02386;49.43000031;-0.036666665;15;V;11.79778671;0.000498029;0.001121783
CGFS_2008_78;1;0;0;0;1;0;0.693147181;CGFS;2008;78;10;27F0;1I;20/26;0.02841;49.38999939;0.038333334;10;V;4.204548359;0.000494621;0.000399786
CGFS_2008_79;1;0;0.012048191;0.027710843;0.960240966;0;0.763663669;CGFS;2008;79;10;2.70E+10;1H;20/26;0.02771;49.36166763;-0.093333334;16;V;15.87554646;0.00054494;0.001509513
CGFS_2008_80;1;0.43735987;0.039854097;0.007763785;0.512434322;0.002587925;1.997661356;CGFS;2008;80;10;2.70E+10;1F;20/26;0.03538;49.41500092;-0.548333347;24;V;9.457921982;0.001425505;0.000899299
CGFS_2008_81;1;0.555939337;0.002182721;0.002619267;0.432928784;0.006329891;2.139810917;CGFS;2008;81;10;2.70E+10;1F;20/26;0.02973;49.45666504;-0.629999995;24;V;7.459517479;0.001526941;0.000709282
CGFS_2008_82;1;0.474427643;0.000487091;0.004383829;0.509985414;0.010716023;1.975388909;CGFS;2008;82;10;2.70E+10;1E;20/26;0.0293;49.44666672;-0.870000005;23;V;9.139204025;0.001409611;0.000868994
CGFS_2008_83;1;0.159012619;0;0.002695128;0.829667844;0.008624409;1.199791258;CGFS;2008;83;10;2.80E+10;2E;20/26;0.0303;49.58333206;-0.963333309;34;V;2.98370862;0.000856155;0.000283703
CGFS_2008_84;1;0.012779538;0.026624084;0.350372728;0.547390837;0.062832813;1.166953247;CGFS;2008;84;10;2.80E+10;2F;20/26;0.03094;49.65833282;-0.681666672;40;V;3.719481707;0.000832722;0.000353664
CGFS_2008_85;1;0.194444454;0;0;0.805555546;0;1.301593068;CGFS;2008;85;10;2.90E+10;5E;20/26;0.02597;50.4766655;-0.904999971;31;V;1.350538254;0.0009288;0.000128415
CGFS_2008_86;1;0.345323727;0;0;0.618705091;0.035971181;1.668165197;CGFS;2008;86;10;3.00E+10;6E;20/26;0.03351;50.52500153;-0.88166666;30;V;2.578048706;0.001190381;0.000245132
CGFS_2008_87;1;0.062499878;0;0.062499878;0.875000245;0;0.99235583;CGFS;2008;87;10;2.90E+09;5D;20/26;0.03134;50.43500137;-1.12833333;34;V;1.06256783;0.000708132;0.000101033
CGFS_2008_88;1;0.166666638;0.833333362;0;0;0;2.435010079;CGFS;2008;88;10;2.90E+09;5C;20/26;0.01846;50.38166809;-1.254999995;41;V;1.20119369;0.001737591;0.000114215
CGFS_2008_89;1;0.314376706;0;0.003184715;0.670154685;0.012283894;1.612725819;CGFS;2008;89;10;2.70E+10;1E;20/26;0.02898;49.42166519;-0.935000002;25;V;5.02564764;0.00115082;0.00047786
