code;Campagne;Year;NOSTA;mois;strate;sous_strate;chalut;surfacebalayee;Lat;Lon;depth;valide;risk;HAB_TYPE;MSFD_BH17;hab_video
CGFS_2015_T0635;CGFS;2015;T0635;10;NA;NA;36/49;0.073857;48.65565;-5.38665;NA;V;5.894299984;A5.15;Offshore circalittoral coarse sediment;
CGFS_2015_T0636;CGFS;2015;T0636;10;NA;NA;36/49;0.053781;48.723;-4.9438;NA;V;0.873211622;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0390;CGFS;2016;U0390;9;30F1;7O;36/47;0.052905;50.77925;1.56095;NA;V;0.887536764;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0391;CGFS;2016;U0391;9;30F1;7O;36/47;0.05295;50.9272;1.6361;NA;V;5.258523464;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0392;CGFS;2016;U0392;9;30F1;7N;36/47;0.056528;50.84975;1.3373;NA;V;11.27115059;A5.14;Circalittoral coarse sediment;Cailloutis
CGFS_2016_U0395;CGFS;2016;U0395;9;30F1;7M;36/47;0.058735;50.9485;1.0794;NA;V;0.303891689;A4.2;Circalittoral rock and biogenic reef;
CGFS_2016_U0396;CGFS;2016;U0396;9;30F1;6M;36/47;0.06453;50.6658;1.0274;NA;V;9.408682823;A5.27;Offshore circalittoral sand;
CGFS_2016_U0397;CGFS;2016;U0397;9;30F0;7L;36/47;0.055312;50.79525;0.87075;NA;V;5.008707047;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0398;CGFS;2016;U0398;9;30F0;7L;36/47;0.041076;50.86815;0.8124;NA;V;1.620421171;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0399;CGFS;2016;U0399;9;30F0;7K;36/47;0.051825;50.7991;0.559;NA;V;0.452556044;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0400;CGFS;2016;U0400;9;30F0;6K;36/47;0.061098;50.5624;0.7119;NA;V;72.34130096;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0401;CGFS;2016;U0401;9;30F0;6L;36/47;0.062679;50.54005;0.90105;NA;V;35.48472595;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0402;CGFS;2016;U0402;9;29F0;5L;36/47;0.062764;50.3814;0.7752;NA;V;65.7592926;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0403;CGFS;2016;U0403;9;29F0;5K;36/47;0.05592;50.3506;0.6016;NA;V;36.69879913;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0405;CGFS;2016;U0405;9;29F0;4K;36/47;0.063546;50.1108;0.58225;NA;V;29.17081833;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0406;CGFS;2016;U0406;9;29F1;5N;36/47;0.054688;50.43685;1.371;NA;V;3.401360989;A5.14;Circalittoral coarse sediment;Mix_sed
CGFS_2016_U0407;CGFS;2016;U0407;9;29F1;5N;36/47;0.05457;50.46525;1.4364;NA;V;4.534770489;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0408;CGFS;2016;U0408;9;29F1;5O;36/47;0.05379;50.47025;1.5337;NA;V;7.274614334;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0409;CGFS;2016;U0409;9;30F1;6O;36/47;0.056644;50.59;1.51935;NA;V;8.523042679;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0410;CGFS;2016;U0410;9;30F1;6O;36/47;0.05334;50.6765;1.53565;NA;V;4.710674286;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0411;CGFS;2016;U0411;9;30F1;6N;36/47;0.056576;50.5979;1.44915;NA;V;13.27143669;A5.14;Circalittoral coarse sediment;Sable
CGFS_2016_U0414;CGFS;2016;U0414;9;29F1;5M;36/47;0.057872;50.3128;1.20305;NA;V;19.07958221;A5.14;Circalittoral coarse sediment;Cailloutis
CGFS_2016_U0415;CGFS;2016;U0415;9;29F1;4N;36/47;0.049154;50.20375;1.4092;NA;V;3.747479439;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0416;CGFS;2016;U0416;9;29F1;4N;36/47;0.04949;50.103;1.38965;NA;V;5.045154572;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0417;CGFS;2016;U0417;9;28F1;3M;36/47;0.050442;49.9981;1.1963;NA;V;5.362533569;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0418;CGFS;2016;U0418;9;29F1;4M;36/47;0.049476;50.20565;1.1817;NA;V;10.94255161;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0419;CGFS;2016;U0419;9;29F0;4L;36/47;0.055456;50.15205;0.94525;NA;V;26.19537544;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0420;CGFS;2016;U0420;9;29F1;4M;36/47;0.04998;50.0145;1.06665;NA;V;3.096477032;A5.14;Circalittoral coarse sediment;Cailloutis
CGFS_2016_U0421;CGFS;2016;U0421;9;28F0;3L;36/47;0.050864;49.9823;0.81905;NA;V;1.598401904;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0422;CGFS;2016;U0422;9;28F0;3K;36/47;0.0564;49.9015;0.55805;NA;V;6.029965401;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0423;CGFS;2016;U0423;9;28F0;3J;36/47;0.053632;49.8713;0.3832;NA;V;3.686563253;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0424;CGFS;2016;U0424;9;28F0;3I;36/47;0.054256;49.84345;0.18285;NA;V;3.957115412;A5.14;Circalittoral coarse sediment;Cailloutis
CGFS_2016_U0425;CGFS;2016;U0425;9;29F0;5J;36/47;0.055168;50.30335;0.431;NA;V;32.43107986;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0426;CGFS;2016;U0426;9;30F0;6J;36/47;0.064098;50.54185;0.3613;NA;V;9.548471451;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0427;CGFS;2016;U0427;9;30F0;6I;36/47;0.06256;50.54275;0.0427;NA;V;15.66304493;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0428;CGFS;2016;U0428;9;29F0;5I;36/47;0.059228;50.35725;0.0312;NA;V;35.66025925;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0429;CGFS;2016;U0429;9;2.90E+10;4H;36/47;0.057766;50.2394;-0.08275;NA;V;6.170919895;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0430;CGFS;2016;U0430;10;29F0;4J;36/47;0.05584;50.0985;0.3633;NA;V;8.731189728;A5.15;Offshore circalittoral coarse sediment;Mix_sed
CGFS_2016_U0431;CGFS;2016;U0431;10;29F0;4I;36/47;0.04936;50.0162;0.1507;NA;V;11.26834679;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0432;CGFS;2016;U0432;10;2.80E+10;3H;36/47;0.059194;49.90785;-0.08395;NA;V;8.639651299;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0433;CGFS;2016;U0433;10;2.80E+10;3G;36/47;0.06222;49.837;-0.27615;NA;V;12.23626614;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0434;CGFS;2016;U0434;10;2.80E+10;3G;36/47;0.05296;49.78465;-0.4851;NA;V;9.880879402;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0435;CGFS;2016;U0435;10;2.70E+10;1H;36/47;0.054912;49.44465;-0.19805;NA;V;26.13971138;A5.27;Offshore circalittoral sand;
CGFS_2016_U0436;CGFS;2016;U0436;10;2.70E+10;1H;36/47;0.049966;49.36005;-0.1369;NA;V;18.58639145;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0437;CGFS;2016;U0437;10;28F0;2I;36/47;0.056672;49.63215;0.0715;NA;V;16.28079033;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0438;CGFS;2016;U0438;10;2.80E+10;2H;36/47;0.052192;49.65365;-0.17055;NA;V;2.610235214;A5.37;Offshore circalittoral mud;
CGFS_2016_U0439;CGFS;2016;U0439;10;2.80E+10;2G;36/47;0.05632;49.55775;-0.3077;NA;V;9.66192627;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0440;CGFS;2016;U0440;10;2.70E+10;1G;36/47;0.056272;49.4706;-0.29985;NA;V;17.06134605;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0444;CGFS;2016;U0444;10;2.70E+10;1G;36/47;0.054544;49.45795;-0.41665;NA;V;14.12183857;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0445;CGFS;2016;U0445;10;2.70E+10;1F;36/47;0.052635;49.4165;-0.5644;NA;V;11.4674654;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0446;CGFS;2016;U0446;10;2.70E+10;1F;36/47;0.056832;49.45835;-0.6456;NA;V;7.459517479;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0447;CGFS;2016;U0447;10;2.80E+10;2F;36/47;0.05688;49.6599;-0.6743;NA;V;3.719481707;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0449;CGFS;2016;U0449;10;2.80E+10;2E;36/47;0.054608;49.5303;-0.9491;NA;V;6.15179491;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0451;CGFS;2016;U0451;10;2.70E+10;1E;36/47;0.057504;49.4501;-0.9002;NA;V;17.52534103;A5.15;Offshore circalittoral coarse sediment;Mix_sed
CGFS_2016_U0452;CGFS;2016;U0452;10;2.70E+10;1E;36/47;0.05151;49.4232;-0.96295;NA;V;14.09856224;A5.23 or A5.24;Infralittoral sand;
CGFS_2016_U0453;CGFS;2016;U0453;10;8-7d;1D;36/47;0.05322;49.43445;-1.09;NA;V;9.995437622;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0454;CGFS;2016;U0454;10;2.80E+09;2D;36/47;0.048664;49.53275;-1.23505;NA;V;4.660985947;A5.23 or A5.24;Infralittoral sand;
CGFS_2016_U0455;CGFS;2016;U0455;10;2.80E+09;2D;36/47;0.051792;49.57045;-1.061;NA;V;5.198567867;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0458;CGFS;2016;U0458;10;2.90E+09;4D;36/47;0.065754;50.10025;-1.13;NA;V;2.917181253;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0459;CGFS;2016;U0459;10;2.90E+10;4E;36/47;0.05852;50.0264;-0.90175;NA;V;7.975018501;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0461;CGFS;2016;U0461;10;2.80E+10;3F;36/47;0.0432;49.96085;-0.6235;NA;V;11.01324081;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0462;CGFS;2016;U0462;10;2.90E+10;4G;36/47;0.0576;50.08385;-0.46895;NA;V;16.60367393;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0463;CGFS;2016;U0463;10;2.90E+10;5H;36/47;0.059092;50.33855;-0.1892;NA;V;12.50952053;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0464;CGFS;2016;U0464;10;3.00E+10;6H;36/47;0.058922;50.54845;-0.16685;NA;V;19.17160034;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0465;CGFS;2016;U0465;10;3.00E+10;7H;36/47;0.049546;50.759;-0.0954;NA;V;1.303832293;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0466;CGFS;2016;U0466;10;3.00E+10;7G;36/47;0.051072;50.76405;-0.24885;NA;V;1.159979105;A5.25 or A5.26;Circalittoral sand;
CGFS_2016_U0467;CGFS;2016;U0467;10;3.00E+10;6G;36/47;0.064494;50.5742;-0.44775;NA;V;7.85860014;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0468;CGFS;2016;U0468;10;2.90E+10;5F;36/47;0.054558;50.4371;-0.6181;NA;V;7.923513412;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0469;CGFS;2016;U0469;10;3.00E+10;6F;36/47;0.057104;50.51965;-0.7293;NA;V;4.10975647;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0470;CGFS;2016;U0470;10;3.00E+10;6E;36/47;0.057456;50.52455;-0.90025;NA;V;2.498110771;A5.14;Circalittoral coarse sediment;
CGFS_2016_U0471;CGFS;2016;U0471;10;2.90E+09;5D;36/47;0.059126;50.4268;-1.14275;NA;V;1.06256783;A4.1;Circalittoral rock and biogenic reef;
CGFS_2016_U0472;CGFS;2016;U0472;10;2.90E+10;5E;36/47;0.061668;50.2867;-0.87805;NA;V;2.075164318;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0473;CGFS;2016;U0473;10;2.90E+10;4F;36/47;0.064872;50.07885;-0.58975;NA;V;12.33750534;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0474;CGFS;2016;U0474;10;2.80E+09;3D;36/47;0.057902;49.83065;-1.1363;NA;V;6.459017754;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0475;CGFS;2016;U0475;10;2.90E+09;4C;36/47;0.058004;50.03115;-1.30535;NA;V;0.294923037;A5.15;Offshore circalittoral coarse sediment;Cailloutis
CGFS_2016_U0477;CGFS;2016;U0477;10;2.80E+06;NA;36/49;0.071592;49.64695;-4.41375;NA;V;20.67933083;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0480;CGFS;2016;U0480;10;2.80E+06;NA;36/49;0.07387;49.5636;-4.7729;NA;V;15.56851006;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0483;CGFS;2016;U0483;10;2.80E+05;NA;36/49;0.07385;49.5927;-5.61585;NA;V;6.292912483;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0485;CGFS;2016;U0485;10;2.80E+05;NA;36/49;0.075032;49.55955;-5.4039;NA;V;7.714139938;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0489;CGFS;2016;U0489;10;2.80E+05;NA;36/49;0.068116;49.6373;-5.38895;NA;V;8.865962029;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0494;CGFS;2016;U0494;10;2.70E+06;NA;36/49;0.066384;49.25025;-4.7807;NA;V;3.649407148;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0498;CGFS;2016;U0498;10;2.70E+06;NA;36/49;0.072917;49.0867;-5.0174;NA;V;6.102835655;A5.15;Offshore circalittoral coarse sediment;
CGFS_2016_U0500;CGFS;2016;U0500;10;2.60E+06;NA;36/49;0.070686;48.73255;-4.94525;NA;V;0.873211622;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0391;CGFS;2017;V0391;10;30F1;7O;36/47;0.0494;50.78125;1.5615;10;V;0.887536764;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0392;CGFS;2017;V0392;10;30F1;7O;36/47;0.0705;50.9325;1.64575;28;V;5.258523464;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0393;CGFS;2017;V0393;10;30F1;7N;36/47;0.0496;50.8522;1.33935;32;V;11.65074253;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0396;CGFS;2017;V0396;10;30F1;7M;36/47;0.068;50.94185;1.0765;29;V;0.303891689;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0397;CGFS;2017;V0397;10;30F1;6M;36/47;0.061;50.66665;1.032;43;V;9.408682823;A5.27;Offshore circalittoral sand;
CGFS_2017_V0398;CGFS;2017;V0398;10;30F0;7L;36/47;0.0571;50.7876;0.8541;41;V;5.008707047;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0399;CGFS;2017;V0399;10;30F0;7L;36/47;0.0554;50.8699;0.8962;33;V;1.159849763;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0400;CGFS;2017;V0400;10;30F0;7K;36/47;0.0501;50.7966;0.55255;15;V;0.452556044;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0401;CGFS;2017;V0401;10;30F0;6K;36/47;0.0585;50.56215;0.69485;40;V;74.14805603;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0402;CGFS;2017;V0402;10;30F0;6L;36/47;0.0558;50.54095;0.90475;33;V;35.48472595;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0403;CGFS;2017;V0403;10;29F0;5L;36/47;0.0576;50.3815;0.77485;40;V;65.7592926;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0405;CGFS;2017;V0405;10;29F0;5K;36/47;0.0573;50.35305;0.61805;42;V;36.69879913;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0409;CGFS;2017;V0409;10;30F1;6N;36/47;0.0543;50.59375;1.44685;27;V;13.27143669;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0410;CGFS;2017;V0410;10;30F1;6O;36/47;0.0565;50.6725;1.537;21;V;4.710674286;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0411;CGFS;2017;V0411;10;29F1;5N;36/47;0.0543;50.43165;1.36225;30;V;3.401360989;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0412;CGFS;2017;V0412;10;29F1;5N;36/47;0.0538;50.46145;1.435;32;V;4.534770489;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0413;CGFS;2017;V0413;10;29F1;5O;36/47;0.0465;50.4732;1.53635;18;V;7.274614334;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0414;CGFS;2017;V0414;10;30F1;6O;36/47;0.0394;50.5834;1.51745;26;V;8.523042679;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0416;CGFS;2017;V0416;10;29F1;5M;36/47;0.0556;50.3142;1.20725;31;V;19.07958221;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0417;CGFS;2017;V0417;10;29F1;4M;36/47;0.0524;50.2053;1.1822;22;V;10.94255161;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0418;CGFS;2017;V0418;10;28F1;3M;36/47;0.049;49.99715;1.19725;17;V;5.362533569;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0419;CGFS;2017;V0419;10;29F1;4N;36/47;0.0485;50.1032;1.3903;16;V;5.045154572;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0420;CGFS;2017;V0420;10;29F1;4N;36/47;0.0468;50.20445;1.40955;19;V;3.747479439;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0421;CGFS;2017;V0421;10;29F0;4L;36/47;0.0568;50.1498;0.932;32;V;29.57758713;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0423;CGFS;2017;V0423;10;28F0;3L;36/47;0.0537;49.9825;0.8213;30;V;1.598401904;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0424;CGFS;2017;V0424;10;28F0;3K;36/47;0.0581;49.90175;0.55975;31;V;6.029965401;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0425;CGFS;2017;V0425;10;28F0;3J;36/47;0.0572;49.87305;0.39955;32;V;3.686563253;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0427;CGFS;2017;V0427;10;29F0;4K;36/47;0.0594;50.1107;0.5813;36;V;29.17081833;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0428;CGFS;2017;V0428;10;29F0;4J;36/47;0.0589;50.09685;0.353;37;V;8.731189728;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0429;CGFS;2017;V0429;10;29F0;4I;36/47;0.0584;50.0176;0.15885;37;V;11.26834679;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0430;CGFS;2017;V0430;10;28F0;3I;36/47;0.0563;49.843;0.18125;32;V;3.957115412;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0431;CGFS;2017;V0431;10;28F0;2I;36/47;0.0546;49.6284;0.0659;29;V;16.28079033;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0434;CGFS;2017;V0434;10;2.70E+10;1H;36/47;0.0528;49.3603;-0.13495;18;V;18.58639145;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0435;CGFS;2017;V0435;10;2.70E+10;1H;36/47;0.0534;49.4466;-0.1943;30;V;26.13971138;A5.27;Offshore circalittoral sand;
CGFS_2017_V0436;CGFS;2017;V0436;10;2.80E+10;2G;36/47;0.0545;49.5569;-0.3239;26;V;9.66192627;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0437;CGFS;2017;V0437;10;2.80E+10;2H;36/47;0.0514;49.65335;-0.1816;33;V;2.610235214;A5.37;Offshore circalittoral mud;
CGFS_2017_V0438;CGFS;2017;V0438;10;2.80E+10;3H;36/47;0.0571;49.90775;-0.08625;43;V;8.639651299;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0441;CGFS;2017;V0441;10;30F0;6J;36/47;0.0643;50.54145;0.35785;51;V;9.548471451;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0443;CGFS;2017;V0443;10;3.00E+10;NA;36/47;0.0514;50.7604;-0.0863;17;V;1.303832293;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0444;CGFS;2017;V0444;10;3.00E+10;7G;36/47;0.0472;50.76285;-0.26065;16;V;0.414035499;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0446;CGFS;2017;V0446;10;2.70E+10;1G;36/47;0.0524;49.47075;-0.2973;38;V;17.06134605;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0447;CGFS;2017;V0447;10;2.70E+10;1F;36/47;0.0562;49.41775;-0.57515;26;V;11.4674654;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0448;CGFS;2017;V0448;10;2.80E+10;2F;36/47;0.0612;49.6596;-0.67095;39;V;3.719481707;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0449;CGFS;2017;V0449;10;2.80E+10;3G;36/47;0.0569;49.78475;-0.48075;40;V;9.880879402;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0450;CGFS;2017;V0450;10;2.80E+10;3G;36/47;0.0602;49.8364;-0.28175;41;V;12.23626614;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0452;CGFS;2017;V0452;10;30F0;6I;36/47;0.0598;50.5414;0.03885;65;V;15.66304493;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0453;CGFS;2017;V0453;10;3.00E+10;6H;36/47;0.0645;50.55285;-0.14865;65;V;16.44027901;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0454;CGFS;2017;V0454;10;2.90E+10;5H;36/47;0.0592;50.34;-0.1872;52;V;12.50952053;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0455;CGFS;2017;V0455;10;2.90E+10;4H;36/47;0.0607;50.24165;-0.0706;51;V;6.170919895;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0456;CGFS;2017;V0456;10;2.90E+10;4G;36/47;0.0628;50.09195;-0.4412;46;V;17.18469048;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0459;CGFS;2017;V0459;10;3.00E+10;6G;36/47;0.0604;50.5741;-0.44715;64;V;7.85860014;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0460;CGFS;2017;V0460;10;2.90E+10;5F;36/47;0.0589;50.4379;-0.6151;67;V;7.923513412;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0461;CGFS;2017;V0461;10;3.00E+10;6E;36/47;0.0498;50.5263;-0.91805;30;V;2.498110771;A5.14;Circalittoral coarse sediment;
CGFS_2017_V0462;CGFS;2017;V0462;10;2.90E+09;5D;36/47;0.0532;50.42295;-1.15385;36;V;0.977835894;A4.1;Circalittoral rock and biogenic reef;
CGFS_2017_V0464;CGFS;2017;V0464;10;2.90E+09;4C;36/47;0.0517;50.03455;-1.29375;69;V;0.633071482;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0465;CGFS;2017;V0465;10;2.90E+09;4D;36/47;0.0597;50.1001;-1.1162;57;V;2.917181253;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0467;CGFS;2017;V0467;10;2.80E+10;3F;36/47;0.0552;49.96175;-0.618;50;V;11.01324081;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0468;CGFS;2017;V0468;10;2.90E+10;4F;36/47;0.0579;50.07715;-0.60795;50;V;10.7872324;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0471;CGFS;2017;V0471;10;8-7d;1D;36/47;0.056;49.4325;-1.0813;21;V;9.995437622;A5.25 or A5.26;Circalittoral sand;
CGFS_2017_V0472;CGFS;2017;V0472;10;2.80E+09;2D;36/47;0.0497;49.5286;-1.23715;17;V;4.660985947;A5.23 or A5.24;Infralittoral sand;
CGFS_2017_V0473;CGFS;2017;V0473;10;2.80E+09;2D;36/47;0.0466;49.5706;-1.0601;33;V;5.198567867;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0474;CGFS;2017;V0474;10;2.80E+10;2E;36/47;0.0402;49.5905;-0.91715;33;V;1.547845602;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0475;CGFS;2017;V0475;10;2.70E+10;1E;36/47;0.0515;49.42335;-0.96395;20;V;14.09856224;A5.23 or A5.24;Infralittoral sand;
CGFS_2017_V0477;CGFS;2017;V0477;10;2.70E+10;1G;36/47;0.0538;49.45695;-0.4005;30;V;14.12183857;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0478;CGFS;2017;V0478;10;2.70E+10;1F;36/47;0.0539;49.4569;-0.6302;28;V;7.459517479;A5.15;Offshore circalittoral coarse sediment;
CGFS_2017_V0479;CGFS;2017;V0479;10;2.70E+10;1E;36/47;0.0579;49.45055;-0.90395;28;V;17.52534103;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0398;CGFS;2018;W0398;9;NA;NA;36/49;0.122192766;48.66125;-5.3757;110;V;5.894299984;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0399;CGFS;2018;W0399;9;NA;NA;36/49;0.063052122;48.82135;-5.7508;118;V;6.977962971;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0400;CGFS;2018;W0400;9;NA;NA;36/49;0.057241621;48.9074;-5.32065;109;V;6.457522392;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0401;CGFS;2018;W0401;9;NA;NA;36/49;0.05884866;49.19035;-5.3734;103;V;4.329579353;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0402;CGFS;2018;W0402;9;NA;NA;36/49;0.0738916;49.39245;-5.32865;101;V;2.994462252;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0403;CGFS;2018;W0403;9;NA;NA;36/49;0.058590551;49.29495;-5.8547;113;V;4.207840443;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0404;CGFS;2018;W0404;9;NA;NA;36/49;0.07686675;49.67225;-5.82195;96;V;5.407640934;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0405;CGFS;2018;W0405;9;NA;NA;36/49;0.0603915;49.7097;-5.40145;88;V;7.729571819;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0406;CGFS;2018;W0406;9;NA;NA;36/49;0.050067991;49.74635;-5.0959;86;V;8.039604187;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0407;CGFS;2018;W0407;9;NA;NA;36/49;0.065063646;49.5357;-5.06815;96;V;12.03899956;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0408;CGFS;2018;W0408;9;NA;NA;36/49;0.078682995;49.84215;-4.63955;83;V;6.514670849;A5.15;Offshore circalittoral coarse sediment;
CGFS_2018_W0409;CGFS;2018;W0409;9;NA;NA;36/49;0.066148149;50.13625;-4.4865;69;V;3.517775059;A5.27;Offshore circalittoral sand;
CGFS_2018_W0410;CGFS;2018;W0410;9;NA;NA;36/49;0.041442692;50.14345;-4.08705;63;V;9.445064545;A5.27;Offshore circalittoral sand;
