code;Campagne;Year;NOSTA;mois;strate;sous_strate;chalut;surfacebalayee;Lat;Lon;depth;valide;risk;HAB_TYPE;MSFD_BH17;hab_video
CGFS_2008_58;CGFS;2008;58;10;28F0;3J;20/26;0.02777;49.87666702;0.428333342;26;V;2.720679283;A5.14;Circalittoral coarse sediment;
CGFS_2008_59;CGFS;2008;59;10;28F0;3I;20/26;0.01666;49.84999847;0.233333334;32;V;3.621188164;A5.14;Circalittoral coarse sediment;
CGFS_2008_6;CGFS;2008;6;10;30F0;7L;20/26;0.02798;50.87833405;0.841666639;18;V;1.620421171;A5.25 or A5.26;Circalittoral sand;
CGFS_2008_60;CGFS;2008;60;10;2.80E+10;3H;20/26;0.02698;49.90999985;-0.068333335;45;V;8.639651299;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_61;CGFS;2008;61;10;2.80E+10;3G;20/26;0.02316;49.84000015;-0.25333333;44;V;12.23626614;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_62;CGFS;2008;62;10;2.80E+10;3F;20/26;0.03588;49.96333313;-0.588333309;51;V;12.66603088;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_63;CGFS;2008;63;10;2.80E+10;3E;20/26;0.0361;49.99499893;-0.783333361;59;V;6.141178131;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_64;CGFS;2008;64;10;2.90E+10;4H;20/26;0.02425;50.24166489;-0.068333335;50;V;6.170919895;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_65;CGFS;2008;65;10;2.90E+10;5H;20/26;0.02477;50.34666824;-0.151666671;52;V;12.50952053;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_66;CGFS;2008;66;10;2.90E+10;5G;20/26;0.01605;50.3133316;-0.281666666;44;V;8.611397743;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_67;CGFS;2008;67;10;2.90E+10;4G;20/26;0.02782;50.09999847;-0.414999992;51;V;17.18469048;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_68;CGFS;2008;68;10;2.90E+10;4F;20/26;0.03022;50.08166504;-0.548333347;52;V;12.83190632;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_69;CGFS;2008;69;10;2.90E+10;4E;20/26;0.02583;50.02666855;-0.910000026;62;V;7.975018501;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_7;CGFS;2008;7;10;30F0;7L;20/26;0.02766;50.81833267;0.785000026;32;V;1.586086273;A5.14;Circalittoral coarse sediment;
CGFS_2008_70;CGFS;2008;70;10;2.80E+10;2H;20/26;0.02677;49.65166855;-0.209999993;32;V;5.913566589;A5.37;Offshore circalittoral mud;
CGFS_2008_71;CGFS;2008;71;10;28F0;2I;20/26;0.02763;49.64166641;0.083333336;25;V;16.28079033;A5.14;Circalittoral coarse sediment;
CGFS_2008_72;CGFS;2008;72;10;28F0;2I;20/26;0.03759;49.59666824;0.079999998;22;V;12.96840572;A5.14;Circalittoral coarse sediment;
CGFS_2008_73;CGFS;2008;73;10;2.80E+10;2G;20/26;0.02596;49.55833435;-0.340000004;27;V;9.66192627;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_74;CGFS;2008;74;10;2.70E+10;1G;20/26;0.02709;49.47000122;-0.284999996;34;V;17.06134605;A5.27;Offshore circalittoral sand;
CGFS_2008_75;CGFS;2008;75;10;2.70E+10;1G;20/26;0.02819;49.45666504;-0.393333346;28;V;15.00193596;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_76;CGFS;2008;76;10;2.70E+10;1H;20/26;0.03041;49.4366684;-0.216666669;34;V;18.8313446;A5.27;Offshore circalittoral sand;
CGFS_2008_77;CGFS;2008;77;10;2.70E+10;1I;20/26;0.02386;49.43000031;-0.036666665;15;V;11.79778671;A5.25 or A5.26;Circalittoral sand;
CGFS_2008_78;CGFS;2008;78;10;27F0;1I;20/26;0.02841;49.38999939;0.038333334;10;V;4.204548359;A5.23 or A5.24;Infralittoral sand;
CGFS_2008_79;CGFS;2008;79;10;2.70E+10;1H;20/26;0.02771;49.36166763;-0.093333334;16;V;15.87554646;A5.25 or A5.26;Circalittoral sand;
CGFS_2008_8;CGFS;2008;8;10;30F0;7L;20/26;0.02742;50.79333496;0.873333335;40;V;5.008707047;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_80;CGFS;2008;80;10;2.70E+10;1F;20/26;0.03538;49.41500092;-0.548333347;24;V;9.457921982;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_81;CGFS;2008;81;10;2.70E+10;1F;20/26;0.02973;49.45666504;-0.629999995;24;V;7.459517479;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_82;CGFS;2008;82;10;2.70E+10;1E;20/26;0.0293;49.44666672;-0.870000005;23;V;9.139204025;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_83;CGFS;2008;83;10;2.80E+10;2E;20/26;0.0303;49.58333206;-0.963333309;34;V;2.98370862;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_84;CGFS;2008;84;10;2.80E+10;2F;20/26;0.03094;49.65833282;-0.681666672;40;V;3.719481707;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_85;CGFS;2008;85;10;2.90E+10;5E;20/26;0.02597;50.4766655;-0.904999971;31;V;1.350538254;A5.14;Circalittoral coarse sediment;
CGFS_2008_86;CGFS;2008;86;10;3.00E+10;6E;20/26;0.03351;50.52500153;-0.88166666;30;V;2.578048706;A5.14;Circalittoral coarse sediment;
CGFS_2008_87;CGFS;2008;87;10;2.90E+09;5D;20/26;0.03134;50.43500137;-1.12833333;34;V;1.06256783;A4.1;Circalittoral rock and biogenic reef;
CGFS_2008_88;CGFS;2008;88;10;2.90E+09;5C;20/26;0.01846;50.38166809;-1.254999995;41;V;1.20119369;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_89;CGFS;2008;89;10;2.70E+10;1E;20/26;0.02898;49.42166519;-0.935000002;25;V;5.02564764;A5.14;Circalittoral coarse sediment;
CGFS_2008_9;CGFS;2008;9;10;30F0;7K;20/26;0.02743;50.79499817;0.543333352;16;V;0.395164698;A5.25 or A5.26;Circalittoral sand;
CGFS_2008_90;CGFS;2008;90;10;2.70E+09;1D;20/26;0.02981;49.42666626;-1.068333387;19;V;9.995437622;A5.25 or A5.26;Circalittoral sand;
CGFS_2008_91;CGFS;2008;91;10;2.70E+09;1D;20/26;0.02957;49.48166656;-1.193333387;16;V;4.639764309;A5.23 or A5.24;Infralittoral sand;
CGFS_2008_92;CGFS;2008;92;10;2.80E+10;2E;20/26;0.02803;49.52833176;-0.961666644;25;V;7.055978298;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_93;CGFS;2008;93;10;2.80E+09;2D;20/26;0.0187;49.57166672;-1.100000024;27;V;9.426520348;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_94;CGFS;2008;94;10;2.80E+09;2D;20/26;0.0273;49.50999832;-1.225000024;16;V;4.660985947;A5.23 or A5.24;Infralittoral sand;
CGFS_2008_95;CGFS;2008;95;10;2.80E+09;3D;20/26;0.02805;49.8116684;-1.085000038;61;V;5.468016624;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_96;CGFS;2008;96;10;2.90E+09;4C;20/26;0.03276;50.04000092;-1.276666641;68;V;0.633071482;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_97;CGFS;2008;97;10;2.80E+09;3C;20/26;0.02222;49.98333359;-1.451666713;72;V;0.167815462;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_98;CGFS;2008;98;10;2.80E+09;3B;20/26;0.04431;49.97000122;-1.595000029;76;V;0.032284208;A5.15;Offshore circalittoral coarse sediment;
CGFS_2008_99;CGFS;2008;99;10;2.80E+09;2B;20/26;0.02827;49.6866684;-1.50333333;24;V;3.629729509;A5.14;Circalittoral coarse sediment;
CGFS_2009_10;CGFS;2009;10;10;31F1;8P;20/26;0.02976;51.02833176;1.811666608;29;V;6.051214218;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_100;CGFS;2009;100;10;3.00E+10;6F;20/26;0.03199;50.5316658;-0.686666667;29;V;4.124249935;A5.14;Circalittoral coarse sediment;
CGFS_2009_101;CGFS;2009;101;10;2.90E+10;5E;20/26;0.03032;50.48333359;-0.846666694;30;V;2.934729815;A5.14;Circalittoral coarse sediment;
CGFS_2009_102;CGFS;2009;102;10;3.00E+10;6E;20/26;0.02949;50.5233345;-0.873333335;27;V;2.578048706;A5.14;Circalittoral coarse sediment;
CGFS_2009_103;CGFS;2009;103;10;2.90E+09;5D;20/26;0.02606;50.4383316;-1.113333344;34;V;1.06256783;A4.1;Circalittoral rock and biogenic reef;
CGFS_2009_104;CGFS;2009;104;10;2.90E+09;5C;20/26;0.02022;50.38166809;-1.25666666;42;V;1.20119369;A5.14;Circalittoral coarse sediment;
CGFS_2009_106;CGFS;2009;106;10;2.90E+09;4C;20/26;0.01401;50.13833237;-1.49333334;61;V;1.084247231;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_11;CGFS;2009;11;10;31F1;8O;20/26;0.03703;51.24499893;1.678333282;47;V;2.364054203;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_12;CGFS;2009;12;10;31F1;8M;20/26;0.03953;51.04166794;1.164999962;26;V;0.020329097;A5.14;Circalittoral coarse sediment;
CGFS_2009_13;CGFS;2009;13;10;30F1;7M;20/26;0.03883;51.00500107;1.100000024;26;V;0.463698447;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_14;CGFS;2009;14;10;30F1;7N;20/26;0.0219;50.86666489;1.346666694;31;V;11.65074253;A5.14;Circalittoral coarse sediment;
CGFS_2009_15;CGFS;2009;15;10;30F1;6O;20/26;0.02606;50.68166733;1.533333302;22;V;4.710674286;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_16;CGFS;2009;16;10;30F1;6N;20/26;0.02657;50.59666824;1.450000048;26;V;5.576058865;A5.14;Circalittoral coarse sediment;
CGFS_2009_17;CGFS;2009;17;10;30F1;6O;20/26;0.02373;50.5633316;1.50999999;20;V;8.523042679;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_18;CGFS;2009;18;10;29F1;5O;20/26;0.02799;50.48500061;1.536666632;13;V;7.274614334;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_19;CGFS;2009;19;10;29F1;5N;20/26;0.02361;50.46333313;1.436666608;31;V;4.534770489;A5.14;Circalittoral coarse sediment;
CGFS_2009_2;CGFS;2009;2;10;30F1;7O;20/26;0.03704;50.77833176;1.561666608;23;V;0.887536764;A5.14;Circalittoral coarse sediment;
CGFS_2009_20;CGFS;2009;20;10;29F1;5N;20/26;0.0232;50.45000076;1.393333316;33;V;2.257379293;A5.14;Circalittoral coarse sediment;
CGFS_2009_21;CGFS;2009;21;10;29F1;5M;20/26;0.03109;50.31999969;1.225000024;23;V;19.07958221;A5.14;Circalittoral coarse sediment;
CGFS_2009_22;CGFS;2009;22;10;30F1;6M;20/26;0.03;50.66999817;1.048333287;44;V;9.408682823;A5.27;Offshore circalittoral sand;
CGFS_2009_23;CGFS;2009;23;10;30F0;6L;20/26;0.0291;50.54666519;0.928333342;34;V;35.48472595;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_24;CGFS;2009;24;10;30F0;6K;20/26;0.02779;50.5616684;0.714999974;40;V;72.34130096;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_25;CGFS;2009;25;10;30F0;6K;20/26;0.02143;50.51499939;0.736666679;46;V;65.58544922;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_26;CGFS;2009;26;10;30F0;6K;20/26;0.02357;50.51166534;0.601666689;44;V;88.69794464;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_27;CGFS;2009;27;10;30F0;6J;20/26;0.02745;50.54999924;0.396666676;58;V;9.548471451;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_28;CGFS;2009;28;10;30F0;7L;20/26;0.02962;50.88000107;0.936666667;35;V;0.695392847;A5.14;Circalittoral coarse sediment;
CGFS_2009_29;CGFS;2009;29;10;30F0;7L;20/26;0.02812;50.87833405;0.839999974;15;V;1.620421171;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_3;CGFS;2009;3;10;30F1;7O;20/26;0.02986;50.90833282;1.610000014;27;V;5.258523464;A5.14;Circalittoral coarse sediment;
CGFS_2009_30;CGFS;2009;30;10;30F0;7L;20/26;0.03073;50.82333374;0.790000021;28;V;1.586086273;A5.14;Circalittoral coarse sediment;
CGFS_2009_31;CGFS;2009;31;10;30F0;7L;20/26;0.01906;50.79333496;0.876666665;36;V;5.008707047;A5.14;Circalittoral coarse sediment;
CGFS_2009_32;CGFS;2009;32;10;30F0;7K;20/26;0.02261;50.80500031;0.586666644;15;V;0.025389139;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_33;CGFS;2009;33;10;30F0;6I;20/26;0.02799;50.62166595;0.126666665;52;V;9.376107216;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_35;CGFS;2009;35;10;29F0;5J;20/26;0.02368;50.29833221;0.400000006;46;V;19.02331734;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_36;CGFS;2009;36;10;29F0;5K;20/26;0.01446;50.34833145;0.595000029;38;V;39.42867279;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_37;CGFS;2009;37;10;29F0;5L;20/26;0.02895;50.38000107;0.768333316;39;V;65.7592926;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_38;CGFS;2009;38;10;29F0;4L;20/26;0.03023;50.14666748;0.908333361;34;V;29.57758713;A5.14;Circalittoral coarse sediment;
CGFS_2009_39;CGFS;2009;39;10;29F1;4M;20/26;0.02897;50.19333267;1.169999957;28;V;5.27197504;A5.14;Circalittoral coarse sediment;
CGFS_2009_4;CGFS;2009;4;10;31F2;8Q;20/26;0.0286;51.13999939;2.223333359;22;V;2.524272442;A5.27;Offshore circalittoral sand;
CGFS_2009_40;CGFS;2009;40;10;29F1;4N;20/26;0.02874;50.20999908;1.433333278;14;V;3.747479439;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_41;CGFS;2009;41;10;29F1;4N;20/26;0.02857;50.11333084;1.401669979;12;V;3.471880198;A5.23 or A5.24;Infralittoral sand;
CGFS_2009_42;CGFS;2009;42;10;29F1;3M;20/26;0.02733;49.99666595;1.190000057;14;V;5.362533569;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_43;CGFS;2009;43;10;29F1;3M;20/26;0.02735;50.00166702;1.138333321;14;V;6.969306946;A5.13;Infralittoral coarse sediment;
CGFS_2009_44;CGFS;2009;44;10;29F1;4M;20/26;0.03061;50.00999832;1.041666627;24;V;5.503924847;A5.14;Circalittoral coarse sediment;
CGFS_2009_45;CGFS;2009;45;10;28F0;3L;20/26;0.02783;49.97999954;0.779999971;31;V;1.985378623;A5.14;Circalittoral coarse sediment;
CGFS_2009_46;CGFS;2009;46;10;29F0;4K;20/26;0.02916;50.09000015;0.720000029;34;V;10.28072071;A5.14;Circalittoral coarse sediment;
CGFS_2009_47;CGFS;2009;47;10;29F0;4K;20/26;0.03132;50.04833221;0.588333309;34;V;7.284806728;A5.14;Circalittoral coarse sediment;
CGFS_2009_48;CGFS;2009;48;10;29F0;4K;20/26;0.03209;50.06999969;0.563333333;33;V;15.52401733;A5.14;Circalittoral coarse sediment;
CGFS_2009_49;CGFS;2009;49;10;29F0;4K;20/26;0.02785;50.10666656;0.550000012;32;V;29.17081833;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_5;CGFS;2009;5;10;31F2;8R;20/26;0.03703;51.20333481;2.398333311;22;V;2.344604254;A5.27;Offshore circalittoral sand;
CGFS_2009_50;CGFS;2009;50;10;28F0;3K;20/26;0.01552;49.90333176;0.566666663;28;V;6.029965401;A5.14;Circalittoral coarse sediment;
CGFS_2009_51;CGFS;2009;51;10;28F0;3J;20/26;0.02896;49.86999893;0.37833333;33;V;3.686563253;A5.14;Circalittoral coarse sediment;
CGFS_2009_52;CGFS;2009;52;10;29F0;4J;20/26;0.03012;50.1016655;0.379999995;40;V;13.01230812;A5.14;Circalittoral coarse sediment;
CGFS_2009_53;CGFS;2009;53;10;29F0;4I;20/26;0.03387;50.01833344;0.170000002;39;V;11.26834679;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_54;CGFS;2009;54;10;28F0;3I;20/26;0.03035;49.84833145;0.216666669;28;V;3.621188164;A5.14;Circalittoral coarse sediment;
CGFS_2009_55;CGFS;2009;55;10;2.90E+10;5G;20/26;0.03115;50.30333328;-0.318333328;48;V;8.864640236;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_56;CGFS;2009;56;10;2.90E+10;5H;20/26;0.03291;50.33499908;-0.213333338;49;V;12.97527981;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_57;CGFS;2009;57;10;29F0;5I;20/26;0.02863;50.35499954;0.011666667;58;V;35.66025925;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_58;CGFS;2009;58;10;2.90E+10;4H;20/26;0.01914;50.24000168;-0.071666665;55;V;6.170919895;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_59;CGFS;2009;59;10;2.90E+10;4G;20/26;0.03407;50.09833145;-0.419999987;47;V;17.18469048;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_6;CGFS;2009;6;10;31F2;8R;20/26;0.02324;51.15000153;2.410000086;16;V;1.19075036;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_60;CGFS;2009;60;10;2.90E+10;4F;20/26;0.03384;50.08333206;-0.550000012;49;V;12.33750534;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_61;CGFS;2009;61;10;3.00E+10;6G;20/26;0.03287;50.56000137;-0.49000001;66;V;7.747179031;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_63;CGFS;2009;63;10;3.00E+10;6H;20/26;0.02966;50.56000137;-0.125;62;V;16.44027901;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_64;CGFS;2009;64;10;2.80E+10;3H;20/26;0.01604;49.90999985;-0.064999998;39;V;8.639651299;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_65;CGFS;2009;65;10;2.80E+10;3G;20/26;0.033;49.83499908;-0.300000012;44;V;13.60648441;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_66;CGFS;2009;66;10;28F0;2I;20/26;0.02596;49.64166641;0.083333336;30;V;16.28079033;A5.14;Circalittoral coarse sediment;
CGFS_2009_67;CGFS;2009;67;10;28F0;2I;20/26;0.03098;49.57166672;0.058333334;24;V;12.96840572;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_68;CGFS;2009;68;10;2.80E+10;2H;20/26;0.02655;49.65333176;-0.155000001;37;V;2.610235214;A5.37;Offshore circalittoral mud;
CGFS_2009_69;CGFS;2009;69;10;2.80E+10;2G;20/26;0.02873;49.55833435;-0.284999996;30;V;8.11359787;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_7;CGFS;2009;7;10;31F2;8Q;20/26;0.0395;51.0933342;2.191666603;31;V;0.485871226;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_70;CGFS;2009;70;10;2.70E+10;1G;20/26;0.02652;49.47166824;-0.331666678;39;V;16.49797821;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_71;CGFS;2009;71;10;2.70E+10;1H;20/26;0.02651;49.4366684;-0.224999994;34;V;18.8313446;A5.27;Offshore circalittoral sand;
CGFS_2009_72;CGFS;2009;72;10;2.70E+10;1H;20/26;0.02665;49.36500168;-0.088333331;12;V;15.87554646;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_73;CGFS;2009;73;10;27F0;1I;20/26;0.02692;49.38833237;0.021666666;7;V;4.204548359;A5.23 or A5.24;Infralittoral sand;
CGFS_2009_74;CGFS;2009;74;10;2.80E+10;2G;20/26;0.02463;49.51499939;-0.25;26;V;8.314322472;A5.14;Circalittoral coarse sediment;
CGFS_2009_75;CGFS;2009;75;10;2.70E+10;1G;20/26;0.02819;49.45666504;-0.389999986;31;V;15.00193596;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_76;CGFS;2009;76;10;2.70E+10;1F;20/26;0.02943;49.41666794;-0.543333352;26;V;9.457921982;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_77;CGFS;2009;77;10;2.70E+10;1F;20/26;0.02979;49.45666504;-0.633333325;26;V;7.459517479;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_78;CGFS;2009;78;10;2.70E+10;1E;20/26;0.02881;49.42333221;-0.936666667;22;V;5.02564764;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_79;CGFS;2009;79;10;2.70E+09;1D;20/26;0.02777;49.42499924;-1.070000052;16;V;9.995437622;A5.25 or A5.26;Circalittoral sand;
CGFS_2009_80;CGFS;2009;80;10;2.70E+09;1D;20/26;0.0272;49.47000122;-1.171666622;15;V;4.639764309;A5.23 or A5.24;Infralittoral sand;
CGFS_2009_81;CGFS;2009;81;10;2.80E+09;2D;20/26;0.02693;49.50999832;-1.225000024;16;V;4.660985947;A5.23 or A5.24;Infralittoral sand;
CGFS_2009_83;CGFS;2009;83;10;2.80E+10;2E;20/26;0.02786;49.58333206;-0.959999979;36;V;2.98370862;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_84;CGFS;2009;84;10;2.80E+10;2E;20/26;0.01441;49.5316658;-0.926666677;28;V;6.15179491;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_85;CGFS;2009;85;10;2.70E+10;1E;20/26;0.02791;49.45333481;-0.928333342;26;V;17.52534103;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_86;CGFS;2009;86;10;2.80E+10;2F;20/26;0.02986;49.66500092;-0.681666672;38;V;3.719481707;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_87;CGFS;2009;87;10;2.80E+10;3F;20/26;0.03194;49.95833206;-0.63166666;53;V;11.01324081;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_88;CGFS;2009;88;10;2.80E+10;3E;20/26;0.02527;49.99833298;-0.778333306;64;V;6.141178131;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_89;CGFS;2009;89;10;2.90E+10;4E;20/26;0.02676;50.02999878;-0.899999976;64;V;10.00278759;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_9;CGFS;2009;9;10;31F1;8P;20/26;0.03012;51.11000061;1.876666665;31;V;15.78461361;A5.27;Offshore circalittoral sand;
CGFS_2009_90;CGFS;2009;90;10;2.90E+09;4D;20/26;0.03055;50.09166718;-1.098333359;55;V;5.545115471;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_91;CGFS;2009;91;10;2.90E+09;4C;20/26;0.02777;50.04000092;-1.276666641;68;V;0.633071482;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_92;CGFS;2009;92;10;2.80E+09;3C;20/26;0.02738;49.98500061;-1.450000048;72;V;0.167815462;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_93;CGFS;2009;93;10;2.80E+09;3B;20/26;0.01658;49.97333145;-1.63499999;79;V;0.050133336;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_94;CGFS;2009;94;10;2.80E+09;2B;20/26;0.02834;49.6866684;-1.504999995;20;V;3.629729509;A5.14;Circalittoral coarse sediment;
CGFS_2009_95;CGFS;2009;95;10;2.80E+09;3D;20/26;0.02576;49.82833481;-1.13499999;59;V;6.459017754;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_96;CGFS;2009;96;10;2.90E+10;4E;20/26;0.02989;50.20333481;-0.788333356;50;V;2.424538851;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_97;CGFS;2009;97;10;2.90E+10;5E;20/26;0.02082;50.28499985;-0.850000024;68;V;2.075164318;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_98;CGFS;2009;98;10;2.90E+10;5F;20/26;0.02904;50.33833313;-0.691666663;53;V;2.62799859;A5.15;Offshore circalittoral coarse sediment;
CGFS_2009_99;CGFS;2009;99;10;2.90E+10;5F;20/26;0.02801;50.43000031;-0.644999981;61;V;7.923513412;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_1;CGFS;2010;1;9;30F1;7O;20/26;0.022;50.77166748;1.561666608;17;V;0.887536764;A5.14;Circalittoral coarse sediment;
CGFS_2010_10;CGFS;2010;10;9;30F0;7K;20/26;0.02914;50.80500031;0.583333313;18;V;0.025389139;A5.25 or A5.26;Circalittoral sand;
CGFS_2010_100;CGFS;2010;100;10;2.80E+10;2H;20/26;0.0271;49.65333176;-0.153333336;33;V;2.610235214;A5.37;Offshore circalittoral mud;
CGFS_2010_101;CGFS;2010;101;10;2.80E+10;2F;20/26;0.02629;49.66166687;-0.633333325;41;V;4.69121933;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_102;CGFS;2010;102;10;2.80E+09;3D;20/26;0.01398;49.82833481;-1.133333325;60;V;6.459017754;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_103;CGFS;2010;103;10;2.80E+09;3C;20/26;0.01253;49.97833252;-1.481666684;74;V;0.167815462;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_104;CGFS;2010;104;10;2.90E+09;4C;20/26;0.02279;50.13666534;-1.460000038;61;V;1.084247231;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_105;CGFS;2010;105;10;2.90E+09;4C;20/26;0.00611;50.04166794;-1.264999986;71;V;0.633071482;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_106;CGFS;2010;106;10;2.80E+09;3B;20/26;0.03443;49.97333145;-1.600000024;75;V;0.050133336;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_11;CGFS;2010;11;9;30F0;6K;20/26;0.03038;50.5633316;0.666666687;46;V;74.14805603;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_12;CGFS;2010;12;9;30F0;6I;20/26;0.02726;50.63000107;0.094999999;50;V;7.630478382;A5.27;Offshore circalittoral sand;
CGFS_2010_13;CGFS;2010;13;9;3.00E+10;7H;20/26;0.03175;50.76333237;-0.07333333;16;V;1.303832293;A5.25 or A5.26;Circalittoral sand;
CGFS_2010_14;CGFS;2010;14;9;3.00E+10;7H;20/26;0.02411;50.76666641;-0.231666669;15;V;1.159979105;A5.25 or A5.26;Circalittoral sand;
CGFS_2010_15;CGFS;2010;15;9;3.00E+10;6G;20/26;0.0233;50.57333374;-0.451666653;66;V;7.747179031;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_16;CGFS;2010;16;9;3.00E+10;6H;20/26;0.03131;50.54333496;-0.180000007;64;V;19.17160034;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_17;CGFS;2010;17;9;30F0;6I;20/26;0.02962;50.54000092;0.031666666;67;V;15.66304493;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_18;CGFS;2010;18;10;31F1;8N;20/26;0.0204;51.04999924;1.49000001;56;V;7.59586668;A5.27;Offshore circalittoral sand;
CGFS_2010_19;CGFS;2010;19;10;31F1;8O;20/26;0.03505;51.2266655;1.673333287;43;V;2.364054203;A5.15;Offshore circalittoral coarse sediment;
CGFS_2010_2;CGFS;2010;2;9;30F1;7N;20/26;0.01825;50.83333206;1.328333378;26;V;11.27115059;A5.14;Circalittoral coarse sediment;
CGFS_2010_20;CGFS;2010;20;10;31F1;8P;20/26;0.02606;51.09666824;1.838333368;29;V;8.019451141;A5.27;Offshore circalittoral sand;
CGFS_2010_21;CGFS;2010;21;10;31F2;8Q;20/26;0.0316;51.12666702;2.193333387;23;V;7.486479759;A5.25 or A5.26;Circalittoral sand;
