Phyllum;Class;Order;Family;Genus;Taxon;Mobility;Fragility;Position;Size;Feeding.mode;Protection.status.VME.;Protection.status..OSPAR.;SOURCE;Nom_Scientifique;id;name;AphiaID;url;scientificname;authority;status;unacceptreason;taxonRankID;rank;valid_AphiaID;valid_name;valid_authority;parentNameUsageID;kingdom;phylum;class;order;family;genus;citation;lsid;isMarine;isBrackish;isFreshwater;isTerrestrial;isExtinct;match_type;modified;Kingdom;Phylum;Class;Subclass;Order;Superfamily;Family;Genus;Species;Subphylum;Superclass;Superorder;Suborder;Infraorder;Parvorder;Infraclass;Subterclass;Subgenus;Subfamily;Tribe;Section;Subsection;Subspecies
Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugula;Bugula;3;3;3;2;3;1;1;https://doi.org/10.17882/59517;Bugula;189;Bugula;110839;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110839;Bugula;Oken, 1815;accepted;NA;180;Genus;110839;Bugula;Oken, 1815;110731;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugula;"Bock, P.; Gordon, D. (2021). World List of Bryozoa. Bugula Oken, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110839 on 2021-04-01";urn:lsid:marinespecies.org:taxname:110839;1;NA;NA;NA;NA;exact;2012-10-30T23:55:59.667Z;Animalia;Bryozoa;Gymnolaemata;NA;Cheilostomatida;Buguloidea;Bugulidae;Bugula;NA;NA;NA;NA;Flustrina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;;Bugulidae;3;3;3;3;3;1;1;https://doi.org/10.17882/59517;Bugulidae;190;Bugulidae;110731;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110731;Bugulidae;Gray, 1848;accepted;NA;140;Family;110731;Bugulidae;Gray, 1848;153582;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;NA;"Bock, P.; Gordon, D. (2021). World List of Bryozoa. Bugulidae Gray, 1848. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110731 on 2021-04-01";urn:lsid:marinespecies.org:taxname:110731;1;NA;NA;NA;NA;exact;2006-03-08T10:33:42.273Z;Animalia;Bryozoa;Gymnolaemata;NA;Cheilostomatida;Buguloidea;Bugulidae;NA;NA;NA;NA;NA;Flustrina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidaz;Bugulina;Bugulina flabellata;3;3;2;3;3;1;1;https://doi.org/10.17882/59517;Bugulina flabellata;191;Bugulina flabellata;834002;http://www.marinespecies.org/aphia.php?p=taxdetails&id=834002;Bugulina flabellata;(Thompson in Gray, 1848);accepted;NA;220;Species;834002;Bugulina flabellata;(Thompson in Gray, 1848);574248;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugulina;"Bock, P.; Gordon, D. (2021). World List of Bryozoa. Bugulina flabellata (Thompson in Gray, 1848). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=834002 on 2021-04-01";urn:lsid:marinespecies.org:taxname:834002;1;0;0;0;0;exact;2015-02-13T10:35:17.840Z;Animalia;Bryozoa;Gymnolaemata;NA;Cheilostomatida;Buguloidea;Bugulidae;Bugulina;Bugulina flabellata;NA;NA;NA;Flustrina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;Calappa granulata;1;1;2;2;1;1;1;https://doi.org/10.17882/59517;Calappa granulata;192;Calappa granulata;107268;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107268;Calappa granulata;(Linnaeus, 1758);accepted;NA;220;Species;107268;Calappa granulata;(Linnaeus, 1758);106873;Animalia;Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;WoRMS (2021). Calappa granulata (Linnaeus, 1758). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107268 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107268;1;NA;NA;NA;NA;exact;2007-06-12T14:12:52.753Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Calappoidea;Calappidae;Calappa;Calappa granulata;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Brachyura;NA;NA;NA;NA;NA;NA;Eubrachyura;Heterotremata;NA
Porifera;Calcarea;;;;Calcarea;3;2;2;0;3;1;1;https://doi.org/10.17882/59517;Calcarea;193;Calcarea;559;http://www.marinespecies.org/aphia.php?p=taxdetails&id=559;Calcarea;Bowerbank, 1862;accepted;NA;60;Class;559;Calcarea;Bowerbank, 1862;558;Animalia;Porifera;Calcarea;NA;NA;NA;"Van Soest, R.W.M.; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schönberg, C.; Klautau, M.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P.; Carballo, J.L.; Ríos, P.; Downey, R.; Morrow, C.C. (2021). World Porifera Database. Calcarea. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=559 on 2021-04-01";urn:lsid:marinespecies.org:taxname:559;1;0;0;0;0;exact;2018-02-10T09:51:03.073Z;Animalia;Porifera;Calcarea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Calliactis;Calliactis parasitica;3;2;3;2;1;1;1;https://doi.org/10.17882/59517;Calliactis parasitica;194;Calliactis parasitica;100946;http://www.marinespecies.org/aphia.php?p=taxdetails&id=100946;Calliactis parasitica;(Couch, 1842);accepted;NA;220;Species;100946;Calliactis parasitica;(Couch, 1842);100754;Animalia;Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Calliactis;"Daly, M.; Fautin, D. (2021). World List of Actiniaria. Calliactis parasitica (Couch, 1842). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=100946 on 2021-04-01";urn:lsid:marinespecies.org:taxname:100946;1;NA;NA;NA;NA;exact;2015-10-13T10:34:41.473Z;Animalia;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Metridioidea;Hormathiidae;Calliactis;Calliactis parasitica;NA;NA;NA;Enthemonae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Callianassidae;Callianassa;Callianassa;2;1;0;2;1;1;3;https://doi.org/10.17882/59517;Callianassa;195;Callianassa;107072;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107072;Callianassa;Leach, 1814 [in Leach, 1813-1815];accepted;NA;180;Genus;107072;Callianassa;Leach, 1814 [in Leach, 1813-1815];106800;Animalia;Arthropoda;Malacostraca;Decapoda;Callianassidae;Callianassa;WoRMS (2021). Callianassa Leach, 1814 [in Leach, 1813-1815]. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107072 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107072;1;NA;NA;NA;NA;exact;2020-05-22T11:43:31.773Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;NA;Callianassidae;Callianassa;NA;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Axiidea;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mollusca;Gastropoda;;Calliostomatidae;Calliostoma;Calliostoma;1;1;2;0;1;1;1;https://doi.org/10.17882/59517;Calliostoma;196;Calliostoma;138584;http://www.marinespecies.org/aphia.php?p=taxdetails&id=138584;Calliostoma;Swainson, 1840;accepted;NA;180;Genus;138584;Calliostoma;Swainson, 1840;411630;Animalia;Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;MolluscaBase eds. (2021). MolluscaBase. Calliostoma Swainson, 1840. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138584 on 2021-04-01;urn:lsid:marinespecies.org:taxname:138584;1;0;0;0;0;exact;2018-04-01T20:06:15.917Z;Animalia;Mollusca;Gastropoda;Vetigastropoda;Trochida;Trochoidea;Calliostomatidae;Calliostoma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Calliostomatinae;NA;NA;NA;NA
Mollusca;Gastropoda;;Calliostomatidae;Calliostoma;Calliostoma granulatum;1;1;2;0;1;1;1;https://doi.org/10.17882/59517;Calliostoma granulatum;197;Calliostoma granulatum;141753;http://www.marinespecies.org/aphia.php?p=taxdetails&id=141753;Calliostoma granulatum;(Born, 1778);accepted;NA;220;Species;141753;Calliostoma granulatum;(Born, 1778);138584;Animalia;Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;MolluscaBase eds. (2021). MolluscaBase. Calliostoma granulatum (Born, 1778). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141753 on 2021-04-01;urn:lsid:marinespecies.org:taxname:141753;1;NA;NA;NA;NA;exact;2014-03-29T21:10:16.500Z;Animalia;Mollusca;Gastropoda;Vetigastropoda;Trochida;Trochoidea;Calliostomatidae;Calliostoma;Calliostoma granulatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;Calliostomatinae;NA;NA;NA;NA
Mollusca;Gastropoda;;Calliostomatidae;Calliostoma;Calliostoma zizyphinum;1;1;2;0;1;1;1;https://doi.org/10.17882/59517;Calliostoma zizyphinum;198;Calliostoma zizyphinum;141767;http://www.marinespecies.org/aphia.php?p=taxdetails&id=141767;Calliostoma zizyphinum;(Linnaeus, 1758);accepted;NA;220;Species;141767;Calliostoma zizyphinum;(Linnaeus, 1758);138584;Animalia;Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;MolluscaBase eds. (2021). MolluscaBase. Calliostoma zizyphinum (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141767 on 2021-04-01;urn:lsid:marinespecies.org:taxname:141767;1;0;0;0;NA;exact;2019-04-15T06:30:33.783Z;Animalia;Mollusca;Gastropoda;Vetigastropoda;Trochida;Trochoidea;Calliostomatidae;Calliostoma;Calliostoma zizyphinum;NA;NA;NA;NA;NA;NA;NA;NA;NA;Calliostomatinae;NA;NA;NA;NA
Mollusca;Bivalvia;Veneroida;Veneridae;Callista;Callista chione;2;0;0;2;3;1;1;https://doi.org/10.17882/59517;Callista chione;199;Callista chione;141906;http://www.marinespecies.org/aphia.php?p=taxdetails&id=141906;Callista chione;(Linnaeus, 1758);accepted;NA;220;Species;141906;Callista chione;(Linnaeus, 1758);138632;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Callista;MolluscaBase eds. (2021). MolluscaBase. Callista chione (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141906 on 2021-04-01;urn:lsid:marinespecies.org:taxname:141906;1;NA;NA;NA;NA;exact;2004-12-21T15:54:05Z;Animalia;Mollusca;Bivalvia;Autobranchia;Venerida;Veneroidea;Veneridae;Callista;Callista chione;NA;NA;Imparidentia;NA;NA;NA;Heteroconchia;Euheterodonta;NA;NA;NA;NA;NA;NA
Mollusca;Cephalopoda;Octopoda;Octopodidae;Callistoctopus;Callistoctopus macropus;0;2;2;3;1;1;1;https://doi.org/10.17882/59517;Callistoctopus macropus;200;Callistoctopus macropus;534558;http://www.marinespecies.org/aphia.php?p=taxdetails&id=534558;Callistoctopus macropus;(Risso, 1826);accepted;NA;220;Species;534558;Callistoctopus macropus;(Risso, 1826);534103;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Callistoctopus;MolluscaBase eds. (2021). MolluscaBase. Callistoctopus macropus (Risso, 1826). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=534558 on 2021-04-01;urn:lsid:marinespecies.org:taxname:534558;1;NA;0;0;NA;exact;2017-11-17T23:14:58.187Z;Animalia;Mollusca;Cephalopoda;Coleoidea;Octopoda;Octopodoidea;Octopodidae;Callistoctopus;Callistoctopus macropus;NA;NA;Octopodiformes;Incirrata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Axiidae;Calocaris;Calocaris macandreae;2;0;0;3;1;1;3;https://doi.org/10.17882/59517;Calocaris macandreae;201;Calocaris macandreae;107726;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107726;Calocaris macandreae;Bell, 1846 [in Bell, 1844-1853];accepted;NA;220;Species;107726;Calocaris macandreae;Bell, 1846 [in Bell, 1844-1853];107071;Animalia;Arthropoda;Malacostraca;Decapoda;Axiidae;Calocaris;WoRMS (2021). Calocaris macandreae Bell, 1846 [in Bell, 1844-1853]. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107726 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107726;1;NA;NA;NA;NA;exact;2020-04-14T19:23:11.320Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;NA;Axiidae;Calocaris;Calocaris macandreae;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Axiidea;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Calyptraea;Calyptraea chinensis;2;3;2;0;1;1;1;https://doi.org/10.17882/59517;Calyptraea chinensis;202;Calyptraea chinensis;138961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=138961;Calyptraea chinensis;(Linnaeus, 1758);accepted;NA;220;Species;138961;Calyptraea chinensis;(Linnaeus, 1758);137721;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Calyptraea;MolluscaBase eds. (2021). MolluscaBase. Calyptraea chinensis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138961 on 2021-04-01;urn:lsid:marinespecies.org:taxname:138961;1;0;0;0;0;exact;2020-08-20T19:39:39.497Z;Animalia;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Calyptraeoidea;Calyptraeidae;Calyptraea;Calyptraea chinensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Campanularia;Campanularia hincksii;3;3;3;0;3;1;1;https://doi.org/10.17882/59517;Campanularia hincksii;203;Campanularia hincksii;117364;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117364;Campanularia hincksii;Alder, 1856;accepted;NA;220;Species;117364;Campanularia hincksii;Alder, 1856;117029;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Campanularia;Schuchert, P. (2021). World Hydrozoa Database. Campanularia hincksii Alder, 1856. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=117364 on 2021-04-01;urn:lsid:marinespecies.org:taxname:117364;1;NA;NA;NA;NA;exact;2004-12-21T15:54:05Z;Animalia;Cnidaria;Hydrozoa;Hydroidolina;Leptothecata;NA;Campanulariidae;Campanularia;Campanularia hincksii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;;Campanulariidae;3;3;3;0;3;1;1;https://doi.org/10.17882/59517;Campanulariidae;204;Campanulariidae;1606;http://www.marinespecies.org/aphia.php?p=taxdetails&id=1606;Campanulariidae;Johnston, 1836;accepted;NA;140;Family;1606;Campanulariidae;Johnston, 1836;13552;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;NA;Schuchert, P. (2021). World Hydrozoa Database. Campanulariidae Johnston, 1836. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1606 on 2021-04-01;urn:lsid:marinespecies.org:taxname:1606;1;NA;0;0;NA;exact;2016-05-12T07:46:50.400Z;Animalia;Cnidaria;Hydrozoa;Hydroidolina;Leptothecata;NA;Campanulariidae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Cancridae;Cancer;Cancer bellianus;1;1;2;3;1;1;1;https://doi.org/10.17882/59517;Cancer bellianus;205;Cancer bellianus;107275;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107275;Cancer bellianus;J.Y. Johnson, 1861;accepted;NA;220;Species;107275;Cancer bellianus;J.Y. Johnson, 1861;106876;Animalia;Arthropoda;Malacostraca;Decapoda;Cancridae;Cancer;WoRMS (2021). Cancer bellianus J.Y. Johnson, 1861. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107275 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107275;1;NA;NA;NA;NA;exact;2020-03-09T09:04:39.440Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Cancroidea;Cancridae;Cancer;Cancer bellianus;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Brachyura;NA;NA;NA;NA;NA;NA;Eubrachyura;Heterotremata;NA
Arthropoda;Malacostraca;Decapoda;Cancridae;Cancer;Cancer pagurus;1;1;2;3;1;1;1;https://doi.org/10.17882/59517;Cancer pagurus;206;Cancer pagurus;107276;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107276;Cancer pagurus;Linnaeus, 1758;accepted;NA;220;Species;107276;Cancer pagurus;Linnaeus, 1758;106876;Animalia;Arthropoda;Malacostraca;Decapoda;Cancridae;Cancer;WoRMS (2021). Cancer pagurus Linnaeus, 1758. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107276 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107276;1;NA;NA;NA;0;exact;2020-09-02T19:03:26.137Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Cancroidea;Cancridae;Cancer;Cancer pagurus;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Brachyura;NA;NA;NA;NA;NA;NA;Eubrachyura;Heterotremata;NA
Cnidaria;Anthozoa;Actiniaria;Capneidae;Capnea;Capnea sanguinea;3;1;1;2;1;1;1;https://doi.org/10.17882/59517;Capnea sanguinea;207;Capnea sanguinea;410805;http://www.marinespecies.org/aphia.php?p=taxdetails&id=410805;Capnea sanguinea;Forbes, 1841;accepted;NA;220;Species;410805;Capnea sanguinea;Forbes, 1841;172977;Animalia;Cnidaria;Anthozoa;Actiniaria;Capneidae;Capnea;"Daly, M.; Fautin, D. (2021). World List of Actiniaria. Capnea sanguinea Forbes, 1841. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=410805 on 2021-04-01";urn:lsid:marinespecies.org:taxname:410805;1;NA;NA;NA;NA;exact;2015-10-13T10:34:41.473Z;Animalia;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Actinioidea;Capneidae;Capnea;Capnea sanguinea;NA;NA;NA;Enthemonae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mollusca;Gastropoda;Littorinimorpha;Capulidae;Capulus;Capulus ungaricus;3;3;2;0;1;1;1;https://doi.org/10.17882/59517;Capulus ungaricus;208;Capulus ungaricus;138984;http://www.marinespecies.org/aphia.php?p=taxdetails&id=138984;Capulus ungaricus;(Linnaeus, 1758);accepted;NA;220;Species;138984;Capulus ungaricus;(Linnaeus, 1758);137729;Animalia;Mollusca;Gastropoda;Littorinimorpha;Capulidae;Capulus;MolluscaBase eds. (2021). MolluscaBase. Capulus ungaricus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138984 on 2021-04-01;urn:lsid:marinespecies.org:taxname:138984;1;NA;NA;NA;NA;exact;2008-07-06T14:51:01.390Z;Animalia;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Capuloidea;Capulidae;Capulus;Capulus ungaricus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Polybiidae;Carcinus;Carcinus maenas;1;1;2;2;1;1;1;https://doi.org/10.17882/59517;Carcinus maenas;209;Carcinus maenas;107381;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107381;Carcinus maenas;(Linnaeus, 1758);accepted;NA;220;Species;107381;Carcinus maenas;(Linnaeus, 1758);106922;Animalia;Arthropoda;Malacostraca;Decapoda;Carcinidae;Carcinus;WoRMS (2021). Carcinus maenas (Linnaeus, 1758). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107381 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107381;1;NA;NA;NA;0;exact;2020-09-02T19:03:26.137Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Portunoidea;Carcinidae;Carcinus;Carcinus maenas;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Brachyura;NA;NA;NA;NA;Carcininae;NA;Eubrachyura;Heterotremata;NA
Mollusca;Bivalvia;Veneroida;Cardiidae;;Cardiidae;2;0;1;2;3;1;1;https://doi.org/10.17882/59517;Cardiidae;210;Cardiidae;229;http://www.marinespecies.org/aphia.php?p=taxdetails&id=229;Cardiidae;Lamarck, 1809;accepted;NA;140;Family;229;Cardiidae;Lamarck, 1809;14633;Animalia;Mollusca;Bivalvia;Cardiida;Cardiidae;NA;MolluscaBase eds. (2021). MolluscaBase. Cardiidae Lamarck, 1809. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=229 on 2021-04-01;urn:lsid:marinespecies.org:taxname:229;1;1;1;0;0;exact;2021-01-04T05:55:37.617Z;Animalia;Mollusca;Bivalvia;Autobranchia;Cardiida;Cardioidea;Cardiidae;NA;NA;NA;NA;Imparidentia;NA;NA;NA;Heteroconchia;Euheterodonta;NA;NA;NA;NA;NA;NA
Mollusca;Bivalvia;Anomalodesmata;Cuspidariidae;Cardiomya;Cardiomya;2;1;0;0;1;1;1;https://doi.org/10.17882/59517;Cardiomya;211;Cardiomya;137857;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137857;Cardiomya;A. Adams, 1864;accepted;NA;180;Genus;137857;Cardiomya;A. Adams, 1864;1788;Animalia;Mollusca;Bivalvia;NA;Cuspidariidae;Cardiomya;MolluscaBase eds. (2021). MolluscaBase. Cardiomya A. Adams, 1864. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137857 on 2021-04-01;urn:lsid:marinespecies.org:taxname:137857;1;NA;NA;NA;NA;exact;2015-06-12T15:06:38.677Z;Animalia;Mollusca;Bivalvia;Autobranchia;NA;Cuspidarioidea;Cuspidariidae;Cardiomya;NA;NA;NA;Anomalodesmata;NA;NA;NA;Heteroconchia;Euheterodonta;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Hyppolytidae;Caridion;Caridion gordoni;1;2;2;0;1;1;1;https://doi.org/10.17882/59517;Caridion gordoni;212;Caridion gordoni;107499;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107499;Caridion gordoni;(Spence Bate, 1858);accepted;NA;220;Species;107499;Caridion gordoni;(Spence Bate, 1858);106984;Animalia;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Caridion;WoRMS (2021). Caridion gordoni (Spence Bate, 1858). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107499 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107499;1;NA;0;0;NA;exact;2011-11-30T07:54:12.583Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Alpheoidea;Hippolytidae;Caridion;Caridion gordoni;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Caridea;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arthropoda;Malacostraca;Decapoda;Hyppolytidae;Caridion;Caridion steveni;1;2;2;0;1;1;1;https://doi.org/10.17882/59517;Caridion steveni;213;Caridion steveni;107500;http://www.marinespecies.org/aphia.php?p=taxdetails&id=107500;Caridion steveni;Lebour, 1930;accepted;NA;220;Species;107500;Caridion steveni;Lebour, 1930;106984;Animalia;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Caridion;WoRMS (2021). Caridion steveni Lebour, 1930. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107500 on 2021-04-01;urn:lsid:marinespecies.org:taxname:107500;1;NA;0;0;NA;exact;2004-12-21T15:54:05Z;Animalia;Arthropoda;Malacostraca;Eumalacostraca;Decapoda;Alpheoidea;Hippolytidae;Caridion;Caridion steveni;Crustacea;Multicrustacea;Eucarida;Pleocyemata;Caridea;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Caryophyllia;Caryophyllia (Caryophyllia) smithii;3;2;2;0;1;3;1;https://doi.org/10.17882/59517;Caryophyllia (Caryophyllia) smithii;214;Caryophyllia (Caryophyllia) smithii;135144;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135144;Caryophyllia (Caryophyllia) smithii;Stokes & Broderip, 1828;accepted;NA;220;Species;135144;Caryophyllia (Caryophyllia) smithii;Stokes & Broderip, 1828;509666;Animalia;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Caryophyllia;"Hoeksema, B. W.; Cairns, S. (2021). World List of Scleractinia. Caryophyllia (Caryophyllia) smithii Stokes & Broderip, 1828. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=135144 on 2021-04-01";urn:lsid:marinespecies.org:taxname:135144;1;NA;0;0;NA;exact;2020-07-21T08:47:34.157Z;Animalia;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;NA;Caryophylliidae;Caryophyllia;Caryophyllia (Caryophyllia) smithii;NA;NA;NA;NA;NA;NA;NA;NA;Caryophyllia (Caryophyllia);NA;NA;NA;NA;NA
Cnidaria;Anthozoa;Pennatulacea;Veretillidae;Cavernularia;Cavernularia pusilla;2;2;3;3;3;1;1;https://doi.org/10.17882/59517;Cavernularia pusilla;215;Cavernularia pusilla;128535;http://www.marinespecies.org/aphia.php?p=taxdetails&id=128535;Cavernularia pusilla;(Philippi, 1835);accepted;NA;220;Species;128535;Cavernularia pusilla;(Philippi, 1835);128500;Animalia;Cnidaria;Anthozoa;Pennatulacea;Veretillidae;Cavernularia;"Cordeiro, R.; McFadden, C.; van Ofwegen, L.; Williams, G. (2021). World List of Octocorallia. Cavernularia pusilla (Philippi, 1835). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=128535 on 2021-04-01";urn:lsid:marinespecies.org:taxname:128535;1;0;0;0;NA;exact;2019-12-17T20:05:21.293Z;Animalia;Cnidaria;Anthozoa;Octocorallia;Pennatulacea;NA;Veretillidae;Cavernularia;Cavernularia pusilla;NA;NA;NA;Sessiliflorae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
